countryiso3,date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
RWA,2020-02-15,Northern Province,Musanze,Ruhengeri,1104,-1.5,29.64,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,289.45,0.31
RWA,2020-02-15,Northern Province,Musanze,Ruhengeri,1104,-1.5,29.64,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,800.88,0.85
RWA,2020-02-15,Northern Province,Musanze,Ruhengeri,1104,-1.5,29.64,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,530.88,0.56
RWA,2020-02-15,Southern Province,Gisagara,Gatunda,2380,-2.74,29.85,cereals and tubers,Cassava flour,74,KG,actual,Retail,RWF,375.0,0.4
RWA,2020-02-15,Southern Province,Gisagara,Gatunda,2380,-2.74,29.85,cereals and tubers,Maize,51,KG,actual,Retail,RWF,200.0,0.21
RWA,2020-02-15,Southern Province,Gisagara,Gatunda,2380,-2.74,29.85,cereals and tubers,Maize flour,76,KG,actual,Retail,RWF,600.0,0.64
RWA,2020-02-15,Southern Province,Gisagara,Gatunda,2380,-2.74,29.85,cereals and tubers,Rice (imported),64,KG,actual,Retail,RWF,900.0,0.96
RWA,2020-02-15,Southern Province,Gisagara,Gatunda,2380,-2.74,29.85,cereals and tubers,Rice (local),71,KG,actual,Retail,RWF,775.0,0.82
RWA,2020-02-15,Southern Province,Gisagara,Gatunda,2380,-2.74,29.85,"meat, fish and eggs",Fish (dry),171,KG,actual,Retail,RWF,1350.0,1.43
RWA,2020-02-15,Southern Province,Gisagara,Gatunda,2380,-2.74,29.85,miscellaneous food,Salt,185,KG,actual,Retail,RWF,400.0,0.42
RWA,2020-02-15,Southern Province,Gisagara,Gatunda,2380,-2.74,29.85,miscellaneous food,Sugar,97,KG,actual,Retail,RWF,875.0,0.93
RWA,2020-02-15,Southern Province,Gisagara,Gatunda,2380,-2.74,29.85,oil and fats,Oil,137,L,actual,Retail,RWF,1700.0,1.81
RWA,2020-02-15,Southern Province,Gisagara,Gatunda,2380,-2.74,29.85,oil and fats,Oil (palm),62,L,actual,Retail,RWF,1400.0,1.49
RWA,2020-02-15,Southern Province,Gisagara,Gatunda,2380,-2.74,29.85,pulses and nuts,Beans (dry),262,KG,actual,Retail,RWF,450.0,0.48
RWA,2020-02-15,Southern Province,Gisagara,Gatunda,2380,-2.74,29.85,vegetables and fruits,Cabbage,181,KG,actual,Retail,RWF,300.0,0.32
RWA,2020-02-15,Southern Province,Gisagara,Kabuga,1068,-2.69,29.85,cereals and tubers,Cassava,68,KG,actual,Retail,RWF,162.5,0.17
RWA,2020-02-15,Southern Province,Gisagara,Kabuga,1068,-2.69,29.85,cereals and tubers,Cassava flour,74,KG,actual,Retail,RWF,350.0,0.37
RWA,2020-02-15,Southern Province,Gisagara,Kabuga,1068,-2.69,29.85,cereals and tubers,Maize,51,KG,actual,Retail,RWF,250.0,0.27
RWA,2020-02-15,Southern Province,Gisagara,Kabuga,1068,-2.69,29.85,cereals and tubers,Maize flour,76,KG,actual,Retail,RWF,616.67,0.65
RWA,2020-02-15,Southern Province,Gisagara,Kabuga,1068,-2.69,29.85,cereals and tubers,Potatoes,83,KG,actual,Retail,RWF,152.5,0.16
RWA,2020-02-15,Southern Province,Gisagara,Kabuga,1068,-2.69,29.85,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,RWF,350.0,0.37
RWA,2020-02-15,Southern Province,Gisagara,Kabuga,1068,-2.69,29.85,cereals and tubers,Rice (imported),64,KG,actual,Retail,RWF,900.0,0.96
RWA,2020-02-15,Southern Province,Gisagara,Kabuga,1068,-2.69,29.85,cereals and tubers,Rice (local),71,KG,actual,Retail,RWF,791.67,0.84
RWA,2020-02-15,Southern Province,Gisagara,Kabuga,1068,-2.69,29.85,cereals and tubers,"Rice (long grain, high quality, local)",379,KG,actual,Retail,RWF,866.67,0.92
RWA,2020-02-15,Southern Province,Gisagara,Kabuga,1068,-2.69,29.85,cereals and tubers,Sorghum,65,KG,actual,Retail,RWF,466.67,0.5
RWA,2020-02-15,Southern Province,Gisagara,Kabuga,1068,-2.69,29.85,"meat, fish and eggs",Fish (dry),171,KG,actual,Retail,RWF,1383.33,1.47
RWA,2020-02-15,Southern Province,Gisagara,Kabuga,1068,-2.69,29.85,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,RWF,2500.0,2.66
RWA,2020-02-15,Southern Province,Gisagara,Kabuga,1068,-2.69,29.85,miscellaneous food,Salt,185,KG,actual,Retail,RWF,383.33,0.41
RWA,2020-02-15,Southern Province,Gisagara,Kabuga,1068,-2.69,29.85,miscellaneous food,Sugar,97,KG,actual,Retail,RWF,875.0,0.93
RWA,2020-02-15,Southern Province,Gisagara,Kabuga,1068,-2.69,29.85,oil and fats,Oil,137,L,actual,Retail,RWF,1550.0,1.65
RWA,2020-02-15,Southern Province,Gisagara,Kabuga,1068,-2.69,29.85,oil and fats,Oil (palm),62,L,actual,Retail,RWF,1340.0,1.42
RWA,2020-02-15,Southern Province,Gisagara,Kabuga,1068,-2.69,29.85,pulses and nuts,Beans (dry),262,KG,actual,Retail,RWF,456.67,0.49
RWA,2020-02-15,Southern Province,Gisagara,Kabuga,1068,-2.69,29.85,vegetables and fruits,Bananas,254,KG,actual,Retail,RWF,157.5,0.17
RWA,2020-02-15,Southern Province,Gisagara,Kabuga,1068,-2.69,29.85,vegetables and fruits,Cabbage,181,KG,actual,Retail,RWF,175.0,0.19
RWA,2020-02-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,cereals and tubers,Cassava flour,74,KG,actual,Retail,RWF,350.0,0.37
RWA,2020-02-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,cereals and tubers,Maize,51,KG,actual,Retail,RWF,275.0,0.29
RWA,2020-02-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,cereals and tubers,Maize flour,76,KG,actual,Retail,RWF,800.0,0.85
RWA,2020-02-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,RWF,345.0,0.37
RWA,2020-02-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,cereals and tubers,Rice (imported),64,KG,actual,Retail,RWF,1000.0,1.06
RWA,2020-02-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,cereals and tubers,Rice (local),71,KG,actual,Retail,RWF,800.0,0.85
RWA,2020-02-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,cereals and tubers,"Rice (long grain, high quality, local)",379,KG,actual,Retail,RWF,900.0,0.96
RWA,2020-02-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,cereals and tubers,Sorghum,65,KG,actual,Retail,RWF,600.0,0.64
RWA,2020-02-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,"meat, fish and eggs",Fish (dry),171,KG,actual,Retail,RWF,1600.0,1.7
RWA,2020-02-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,miscellaneous food,Salt,185,KG,actual,Retail,RWF,400.0,0.42
RWA,2020-02-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,miscellaneous food,Sugar,97,KG,actual,Retail,RWF,900.0,0.96
RWA,2020-02-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,oil and fats,Oil,137,L,actual,Retail,RWF,1800.0,1.91
RWA,2020-02-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,oil and fats,Oil (palm),62,L,actual,Retail,RWF,1500.0,1.59
RWA,2020-02-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,pulses and nuts,Beans (dry),262,KG,actual,Retail,RWF,465.0,0.49
RWA,2020-02-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,vegetables and fruits,Bananas,254,KG,actual,Retail,RWF,225.0,0.24
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa,2381,-2.68,29.85,cereals and tubers,Maize flour,76,KG,actual,Retail,RWF,600.0,0.64
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa,2381,-2.68,29.85,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,RWF,280.0,0.3
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa,2381,-2.68,29.85,cereals and tubers,Rice (imported),64,KG,actual,Retail,RWF,1000.0,1.06
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa,2381,-2.68,29.85,cereals and tubers,Rice (local),71,KG,actual,Retail,RWF,850.0,0.9
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa,2381,-2.68,29.85,cereals and tubers,"Rice (long grain, high quality, local)",379,KG,actual,Retail,RWF,900.0,0.96
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa,2381,-2.68,29.85,"meat, fish and eggs",Fish (dry),171,KG,actual,Retail,RWF,1400.0,1.49
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa,2381,-2.68,29.85,miscellaneous food,Salt,185,KG,actual,Retail,RWF,350.0,0.37
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa,2381,-2.68,29.85,miscellaneous food,Sugar,97,KG,actual,Retail,RWF,900.0,0.96
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa,2381,-2.68,29.85,oil and fats,Oil,137,L,actual,Retail,RWF,1700.0,1.81
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa,2381,-2.68,29.85,oil and fats,Oil (palm),62,L,actual,Retail,RWF,1400.0,1.49
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa,2381,-2.68,29.85,pulses and nuts,Beans (dry),262,KG,actual,Retail,RWF,550.0,0.58
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa (Camp),2367,-2.67,29.85,cereals and tubers,Cassava,68,KG,actual,Retail,RWF,200.0,0.21
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa (Camp),2367,-2.67,29.85,cereals and tubers,Cassava flour,74,KG,actual,Retail,RWF,383.33,0.41
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa (Camp),2367,-2.67,29.85,cereals and tubers,Maize,51,KG,actual,Retail,RWF,408.33,0.43
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa (Camp),2367,-2.67,29.85,cereals and tubers,Maize flour,76,KG,actual,Retail,RWF,688.57,0.73
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa (Camp),2367,-2.67,29.85,cereals and tubers,Potatoes,83,KG,actual,Retail,RWF,150.0,0.16
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa (Camp),2367,-2.67,29.85,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,RWF,350.0,0.37
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa (Camp),2367,-2.67,29.85,cereals and tubers,Rice (imported),64,KG,actual,Retail,RWF,900.0,0.96
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa (Camp),2367,-2.67,29.85,cereals and tubers,Rice (local),71,KG,actual,Retail,RWF,762.5,0.81
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa (Camp),2367,-2.67,29.85,cereals and tubers,"Rice (long grain, high quality, local)",379,KG,actual,Retail,RWF,837.5,0.89
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa (Camp),2367,-2.67,29.85,cereals and tubers,Sorghum,65,KG,actual,Retail,RWF,520.0,0.55
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa (Camp),2367,-2.67,29.85,"meat, fish and eggs",Fish (dry),171,KG,actual,Retail,RWF,1650.0,1.75
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa (Camp),2367,-2.67,29.85,miscellaneous food,Salt,185,KG,actual,Retail,RWF,393.75,0.42
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa (Camp),2367,-2.67,29.85,miscellaneous food,Sugar,97,KG,actual,Retail,RWF,942.86,1.0
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa (Camp),2367,-2.67,29.85,oil and fats,Oil,137,L,actual,Retail,RWF,1575.0,1.67
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa (Camp),2367,-2.67,29.85,oil and fats,Oil (palm),62,L,actual,Retail,RWF,1383.33,1.47
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa (Camp),2367,-2.67,29.85,pulses and nuts,Beans (dry),262,KG,actual,Retail,RWF,535.71,0.57
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa (Camp),2367,-2.67,29.85,vegetables and fruits,Bananas,254,KG,actual,Retail,RWF,250.0,0.27
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa (Camp),2367,-2.67,29.85,vegetables and fruits,Cabbage,181,KG,actual,Retail,RWF,200.0,0.21
RWA,2020-02-15,Southern Province,Gisagara,Mugombwa (Camp),2367,-2.67,29.85,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,RWF,250.0,0.27
RWA,2020-02-15,Southern Province,Nyamagabe,Gasarenda,1057,-2.51,29.48,cereals and tubers,Cassava,68,KG,actual,Retail,RWF,225.0,0.24
RWA,2020-02-15,Southern Province,Nyamagabe,Gasarenda,1057,-2.51,29.48,cereals and tubers,Cassava flour,74,KG,actual,Retail,RWF,350.0,0.37
RWA,2020-02-15,Southern Province,Nyamagabe,Gasarenda,1057,-2.51,29.48,cereals and tubers,Maize,51,KG,actual,Retail,RWF,323.33,0.34
RWA,2020-02-15,Southern Province,Nyamagabe,Gasarenda,1057,-2.51,29.48,cereals and tubers,Maize flour,76,KG,actual,Retail,RWF,740.0,0.79
RWA,2020-02-15,Southern Province,Nyamagabe,Gasarenda,1057,-2.51,29.48,cereals and tubers,Potatoes,83,KG,actual,Retail,RWF,135.0,0.14
RWA,2020-02-15,Southern Province,Nyamagabe,Gasarenda,1057,-2.51,29.48,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,RWF,300.0,0.32
RWA,2020-02-15,Southern Province,Nyamagabe,Gasarenda,1057,-2.51,29.48,cereals and tubers,Rice (imported),64,KG,actual,Retail,RWF,1000.0,1.06
RWA,2020-02-15,Southern Province,Nyamagabe,Gasarenda,1057,-2.51,29.48,cereals and tubers,Rice (local),71,KG,actual,Retail,RWF,830.0,0.88
RWA,2020-02-15,Southern Province,Nyamagabe,Gasarenda,1057,-2.51,29.48,cereals and tubers,"Rice (long grain, high quality, local)",379,KG,actual,Retail,RWF,850.0,0.9
RWA,2020-02-15,Southern Province,Nyamagabe,Gasarenda,1057,-2.51,29.48,cereals and tubers,Sorghum,65,KG,actual,Retail,RWF,423.33,0.45
RWA,2020-02-15,Southern Province,Nyamagabe,Gasarenda,1057,-2.51,29.48,"meat, fish and eggs",Fish (dry),171,KG,actual,Retail,RWF,2025.0,2.15
RWA,2020-02-15,Southern Province,Nyamagabe,Gasarenda,1057,-2.51,29.48,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,RWF,2750.0,2.92
RWA,2020-02-15,Southern Province,Nyamagabe,Gasarenda,1057,-2.51,29.48,miscellaneous food,Salt,185,KG,actual,Retail,RWF,400.0,0.42
RWA,2020-02-15,Southern Province,Nyamagabe,Gasarenda,1057,-2.51,29.48,miscellaneous food,Sugar,97,KG,actual,Retail,RWF,920.0,0.98
RWA,2020-02-15,Southern Province,Nyamagabe,Gasarenda,1057,-2.51,29.48,oil and fats,Oil,137,L,actual,Retail,RWF,1680.0,1.78
RWA,2020-02-15,Southern Province,Nyamagabe,Gasarenda,1057,-2.51,29.48,oil and fats,Oil (palm),62,L,actual,Retail,RWF,1450.0,1.54
RWA,2020-02-15,Southern Province,Nyamagabe,Gasarenda,1057,-2.51,29.48,pulses and nuts,Beans (dry),262,KG,actual,Retail,RWF,458.0,0.49
RWA,2020-02-15,Southern Province,Nyamagabe,Gasarenda,1057,-2.51,29.48,vegetables and fruits,Bananas,254,KG,actual,Retail,RWF,270.0,0.29
RWA,2020-02-15,Southern Province,Nyamagabe,Gasarenda,1057,-2.51,29.48,vegetables and fruits,Cabbage,181,KG,actual,Retail,RWF,190.0,0.2
RWA,2020-02-15,Southern Province,Nyamagabe,Gasarenda,1057,-2.51,29.48,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,RWF,240.0,0.25
RWA,2020-02-15,Southern Province,Nyamagabe,Kabacuzi,1065,-2.47,29.58,cereals and tubers,Cassava flour,74,KG,actual,Retail,RWF,450.0,0.48
RWA,2020-02-15,Southern Province,Nyamagabe,Kabacuzi,1065,-2.47,29.58,cereals and tubers,Maize,51,KG,actual,Retail,RWF,400.0,0.42
RWA,2020-02-15,Southern Province,Nyamagabe,Kabacuzi,1065,-2.47,29.58,cereals and tubers,Maize flour,76,KG,actual,Retail,RWF,775.0,0.82
RWA,2020-02-15,Southern Province,Nyamagabe,Kabacuzi,1065,-2.47,29.58,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,RWF,280.0,0.3
RWA,2020-02-15,Southern Province,Nyamagabe,Kabacuzi,1065,-2.47,29.58,cereals and tubers,Rice (imported),64,KG,actual,Retail,RWF,1000.0,1.06
RWA,2020-02-15,Southern Province,Nyamagabe,Kabacuzi,1065,-2.47,29.58,cereals and tubers,Rice (local),71,KG,actual,Retail,RWF,800.0,0.85
RWA,2020-02-15,Southern Province,Nyamagabe,Kabacuzi,1065,-2.47,29.58,cereals and tubers,"Rice (long grain, high quality, local)",379,KG,actual,Retail,RWF,850.0,0.9
RWA,2020-02-15,Southern Province,Nyamagabe,Kabacuzi,1065,-2.47,29.58,"meat, fish and eggs",Fish (dry),171,KG,actual,Retail,RWF,1600.0,1.7
RWA,2020-02-15,Southern Province,Nyamagabe,Kabacuzi,1065,-2.47,29.58,miscellaneous food,Salt,185,KG,actual,Retail,RWF,375.0,0.4
RWA,2020-02-15,Southern Province,Nyamagabe,Kabacuzi,1065,-2.47,29.58,miscellaneous food,Sugar,97,KG,actual,Retail,RWF,900.0,0.96
RWA,2020-02-15,Southern Province,Nyamagabe,Kabacuzi,1065,-2.47,29.58,oil and fats,Oil,137,L,actual,Retail,RWF,1800.0,1.91
RWA,2020-02-15,Southern Province,Nyamagabe,Kabacuzi,1065,-2.47,29.58,oil and fats,Oil (palm),62,L,actual,Retail,RWF,2000.0,2.12
RWA,2020-02-15,Southern Province,Nyamagabe,Kabacuzi,1065,-2.47,29.58,pulses and nuts,Beans (dry),262,KG,actual,Retail,RWF,500.0,0.53
RWA,2020-02-15,Southern Province,Nyamagabe,Kabacuzi,1065,-2.47,29.58,vegetables and fruits,Bananas,254,KG,actual,Retail,RWF,250.0,0.27
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme,2359,-2.49,29.52,cereals and tubers,Cassava,68,KG,actual,Retail,RWF,200.0,0.21
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme,2359,-2.49,29.52,cereals and tubers,Cassava flour,74,KG,actual,Retail,RWF,300.0,0.32
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme,2359,-2.49,29.52,cereals and tubers,Maize,51,KG,actual,Retail,RWF,350.0,0.37
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme,2359,-2.49,29.52,cereals and tubers,Maize flour,76,KG,actual,Retail,RWF,600.0,0.64
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme,2359,-2.49,29.52,cereals and tubers,Potatoes,83,KG,actual,Retail,RWF,120.0,0.13
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme,2359,-2.49,29.52,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,RWF,275.0,0.29
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme,2359,-2.49,29.52,cereals and tubers,Rice (imported),64,KG,actual,Retail,RWF,1000.0,1.06
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme,2359,-2.49,29.52,cereals and tubers,Rice (local),71,KG,actual,Retail,RWF,775.0,0.82
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme,2359,-2.49,29.52,cereals and tubers,"Rice (long grain, high quality, local)",379,KG,actual,Retail,RWF,825.0,0.88
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme,2359,-2.49,29.52,cereals and tubers,Sorghum,65,KG,actual,Retail,RWF,450.0,0.48
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme,2359,-2.49,29.52,"meat, fish and eggs",Fish (dry),171,KG,actual,Retail,RWF,2550.0,2.71
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme,2359,-2.49,29.52,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,RWF,2700.0,2.87
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme,2359,-2.49,29.52,miscellaneous food,Salt,185,KG,actual,Retail,RWF,400.0,0.42
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme,2359,-2.49,29.52,miscellaneous food,Sugar,97,KG,actual,Retail,RWF,900.0,0.96
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme,2359,-2.49,29.52,oil and fats,Oil,137,L,actual,Retail,RWF,1750.0,1.86
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme,2359,-2.49,29.52,oil and fats,Oil (palm),62,L,actual,Retail,RWF,1450.0,1.54
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme,2359,-2.49,29.52,pulses and nuts,Beans (dry),262,KG,actual,Retail,RWF,516.67,0.55
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme,2359,-2.49,29.52,vegetables and fruits,Bananas,254,KG,actual,Retail,RWF,250.0,0.27
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme,2359,-2.49,29.52,vegetables and fruits,Cabbage,181,KG,actual,Retail,RWF,200.0,0.21
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme,2359,-2.49,29.52,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,RWF,150.0,0.16
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme (Camp),2371,-2.48,29.52,cereals and tubers,Cassava,68,KG,actual,Retail,RWF,200.0,0.21
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme (Camp),2371,-2.48,29.52,cereals and tubers,Cassava flour,74,KG,actual,Retail,RWF,366.67,0.39
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme (Camp),2371,-2.48,29.52,cereals and tubers,Maize,51,KG,actual,Retail,RWF,440.0,0.47
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme (Camp),2371,-2.48,29.52,cereals and tubers,Maize flour,76,KG,actual,Retail,RWF,650.0,0.69
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme (Camp),2371,-2.48,29.52,cereals and tubers,Potatoes,83,KG,actual,Retail,RWF,170.0,0.18
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme (Camp),2371,-2.48,29.52,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,RWF,290.0,0.31
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme (Camp),2371,-2.48,29.52,cereals and tubers,Rice (imported),64,KG,actual,Retail,RWF,900.0,0.96
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme (Camp),2371,-2.48,29.52,cereals and tubers,Rice (local),71,KG,actual,Retail,RWF,766.67,0.81
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme (Camp),2371,-2.48,29.52,cereals and tubers,"Rice (long grain, high quality, local)",379,KG,actual,Retail,RWF,816.67,0.87
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme (Camp),2371,-2.48,29.52,cereals and tubers,Sorghum,65,KG,actual,Retail,RWF,523.33,0.56
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme (Camp),2371,-2.48,29.52,"meat, fish and eggs",Fish (dry),171,KG,actual,Retail,RWF,2250.0,2.39
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme (Camp),2371,-2.48,29.52,miscellaneous food,Salt,185,KG,actual,Retail,RWF,400.0,0.42
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme (Camp),2371,-2.48,29.52,miscellaneous food,Sugar,97,KG,actual,Retail,RWF,933.33,0.99
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme (Camp),2371,-2.48,29.52,oil and fats,Oil,137,L,actual,Retail,RWF,1800.0,1.91
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme (Camp),2371,-2.48,29.52,oil and fats,Oil (palm),62,L,actual,Retail,RWF,1550.0,1.65
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme (Camp),2371,-2.48,29.52,pulses and nuts,Beans (dry),262,KG,actual,Retail,RWF,510.0,0.54
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme (Camp),2371,-2.48,29.52,vegetables and fruits,Bananas,254,KG,actual,Retail,RWF,265.0,0.28
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme (Camp),2371,-2.48,29.52,vegetables and fruits,Cabbage,181,KG,actual,Retail,RWF,250.0,0.27
RWA,2020-02-15,Southern Province,Nyamagabe,Kigeme (Camp),2371,-2.48,29.52,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,RWF,250.0,0.27
RWA,2020-02-15,Western Province,Karongi,Karongi,2377,-2.07,29.35,cereals and tubers,Cassava,68,KG,actual,Retail,RWF,150.0,0.16
RWA,2020-02-15,Western Province,Karongi,Karongi,2377,-2.07,29.35,cereals and tubers,Cassava flour,74,KG,actual,Retail,RWF,362.5,0.38
RWA,2020-02-15,Western Province,Karongi,Karongi,2377,-2.07,29.35,cereals and tubers,Maize,51,KG,actual,Retail,RWF,283.33,0.3
RWA,2020-02-15,Western Province,Karongi,Karongi,2377,-2.07,29.35,cereals and tubers,Maize flour,76,KG,actual,Retail,RWF,660.0,0.7
RWA,2020-02-15,Western Province,Karongi,Karongi,2377,-2.07,29.35,cereals and tubers,Potatoes,83,KG,actual,Retail,RWF,173.33,0.18
RWA,2020-02-15,Western Province,Karongi,Karongi,2377,-2.07,29.35,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,RWF,340.0,0.36
RWA,2020-02-15,Western Province,Karongi,Karongi,2377,-2.07,29.35,cereals and tubers,Rice (imported),64,KG,actual,Retail,RWF,983.33,1.04
RWA,2020-02-15,Western Province,Karongi,Karongi,2377,-2.07,29.35,cereals and tubers,Rice (local),71,KG,actual,Retail,RWF,800.0,0.85
RWA,2020-02-15,Western Province,Karongi,Karongi,2377,-2.07,29.35,cereals and tubers,"Rice (long grain, high quality, local)",379,KG,actual,Retail,RWF,912.5,0.97
RWA,2020-02-15,Western Province,Karongi,Karongi,2377,-2.07,29.35,cereals and tubers,Sorghum,65,KG,actual,Retail,RWF,475.0,0.5
RWA,2020-02-15,Western Province,Karongi,Karongi,2377,-2.07,29.35,"meat, fish and eggs",Fish (dry),171,KG,actual,Retail,RWF,1900.0,2.02
RWA,2020-02-15,Western Province,Karongi,Karongi,2377,-2.07,29.35,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,RWF,2500.0,2.66
RWA,2020-02-15,Western Province,Karongi,Karongi,2377,-2.07,29.35,miscellaneous food,Salt,185,KG,actual,Retail,RWF,500.0,0.53
RWA,2020-02-15,Western Province,Karongi,Karongi,2377,-2.07,29.35,miscellaneous food,Sugar,97,KG,actual,Retail,RWF,933.33,0.99
RWA,2020-02-15,Western Province,Karongi,Karongi,2377,-2.07,29.35,oil and fats,Oil,137,L,actual,Retail,RWF,1650.0,1.75
RWA,2020-02-15,Western Province,Karongi,Karongi,2377,-2.07,29.35,oil and fats,Oil (palm),62,L,actual,Retail,RWF,1400.0,1.49
RWA,2020-02-15,Western Province,Karongi,Karongi,2377,-2.07,29.35,pulses and nuts,Beans (dry),262,KG,actual,Retail,RWF,564.0,0.6
RWA,2020-02-15,Western Province,Karongi,Karongi,2377,-2.07,29.35,vegetables and fruits,Bananas,254,KG,actual,Retail,RWF,237.5,0.25
