date,general_cpi,food_cpi,cpi_mom_pct,food_cpi_mom_pct,cpi_yoy_pct
2025-04-15,186.01397133844065,250.6829232392211,0.011751224983524766,0.026534631693567068,0.06270695383382674
2025-05-15,187.0837909051328,251.84198215669954,0.005751286094234587,0.004623605399608266,0.06892061617601053
2025-06-15,186.66721778106253,248.013150724543,-0.0022266660412151307,-0.015203308834244256,0.0703409800049879
2025-07-15,186.9016617083733,239.29056487027248,0.0012559459025405229,-0.035169852198516316,0.07320776245534732
2025-08-15,188.28822107798865,241.36483703943617,0.007418657260409134,0.008668424391443219,0.07106405476761068
2025-09-15,190.87420932789888,244.4983738526193,0.013734200870903823,0.012982573814888987,0.07277115151855829
2025-10-15,193.39084002336142,247.23447532506611,0.013184760289637998,0.011190673497469161,0.07057632758877719
2025-11-15,193.7424209145163,246.21981830731704,0.0018179810952390074,-0.0041040272252281795,0.07152953235328385
2025-12-15,193.71328824754318,244.76650956186938,-0.00015036803419510303,-0.005902484842360334,0.08026775066847547
2026-01-15,196.32439118665604,248.45717923075662,0.013479214372615456,0.01507832781328422,0.08940930657125334
2026-02-15,198.17490768710144,249.4618750101839,0.009425810462267092,0.004043738170649291,0.09229804461642122
2026-03-15,200.7910616496666,254.22039270359434,0.013201237195456628,0.019075129990168582,0.09212550610068382
2026-04-15,210.26150460349692,265.1244810378514,0.04716566004493772,0.04289226453587691,0.13035329061890422
2026-05-15,211.26982477571596,267.4062242159079,0.004795552919306445,0.008606308889788084,0.12927915215726804
2026-06-15,212.1413047694809,266.7353284041449,0.004124961975474406,-0.002508901255870888,0.13646792024455157
2026-07-15,214.02749385775238,270.73271455750427,0.008891192077474352,0.014986339369724266,0.1451342481465152
