date,location,lat,lon,temp_celsius,precipitation_mm,soil_moisture
2020-01-01,Kigali City,-1.9441,30.0619,20.34,1.66,0.83
2020-01-02,Kigali City,-1.9441,30.0619,20.19,1.62,0.82
2020-01-03,Kigali City,-1.9441,30.0619,20.09,0.76,0.82
2020-01-04,Kigali City,-1.9441,30.0619,19.3,29.49,0.83
2020-01-05,Kigali City,-1.9441,30.0619,19.55,2.49,0.83
2020-01-06,Kigali City,-1.9441,30.0619,19.9,1.39,0.83
2020-01-07,Kigali City,-1.9441,30.0619,19.57,0.51,0.83
2020-01-08,Kigali City,-1.9441,30.0619,17.78,7.08,0.83
2020-01-09,Kigali City,-1.9441,30.0619,19.33,1.66,0.83
2020-01-10,Kigali City,-1.9441,30.0619,18.72,2.29,0.83
2020-01-11,Kigali City,-1.9441,30.0619,19.14,2.75,0.83
2020-01-12,Kigali City,-1.9441,30.0619,19.91,1.28,0.82
2020-01-13,Kigali City,-1.9441,30.0619,19.1,2.7,0.82
2020-01-14,Kigali City,-1.9441,30.0619,20.14,0.16,0.82
2020-01-15,Kigali City,-1.9441,30.0619,20.34,0.39,0.82
2020-01-16,Kigali City,-1.9441,30.0619,20.73,0.67,0.81
2020-01-17,Kigali City,-1.9441,30.0619,19.78,5.93,0.81
2020-01-18,Kigali City,-1.9441,30.0619,20.66,2.49,0.81
2020-01-19,Kigali City,-1.9441,30.0619,20.09,8.94,0.82
2020-01-20,Kigali City,-1.9441,30.0619,19.89,0.71,0.82
2020-01-21,Kigali City,-1.9441,30.0619,21.24,0.18,0.81
2020-01-22,Kigali City,-1.9441,30.0619,21.15,0.11,0.81
2020-01-23,Kigali City,-1.9441,30.0619,20.44,15.43,0.81
2020-01-24,Kigali City,-1.9441,30.0619,19.87,14.44,0.82
2020-01-25,Kigali City,-1.9441,30.0619,19.65,1.88,0.82
2020-01-26,Kigali City,-1.9441,30.0619,19.21,4.31,0.82
2020-01-27,Kigali City,-1.9441,30.0619,19.88,4.94,0.82
2020-01-28,Kigali City,-1.9441,30.0619,19.24,31.91,0.82
2020-01-29,Kigali City,-1.9441,30.0619,18.32,6.7,0.84
2020-01-30,Kigali City,-1.9441,30.0619,19.17,2.95,0.84
2020-01-31,Kigali City,-1.9441,30.0619,19.0,3.09,0.84
2020-02-01,Kigali City,-1.9441,30.0619,18.03,26.78,0.85
2020-02-02,Kigali City,-1.9441,30.0619,19.14,4.39,0.85
2020-02-03,Kigali City,-1.9441,30.0619,19.42,18.72,0.86
2020-02-04,Kigali City,-1.9441,30.0619,19.03,8.23,0.86
2020-02-05,Kigali City,-1.9441,30.0619,19.28,8.54,0.87
2020-02-06,Kigali City,-1.9441,30.0619,19.12,5.51,0.87
2020-02-07,Kigali City,-1.9441,30.0619,19.83,0.2,0.87
2020-02-08,Kigali City,-1.9441,30.0619,20.25,0.07,0.86
2020-02-09,Kigali City,-1.9441,30.0619,20.08,0.02,0.86
2020-02-10,Kigali City,-1.9441,30.0619,19.96,0.01,0.86
2020-02-11,Kigali City,-1.9441,30.0619,20.78,0.01,0.85
2020-02-12,Kigali City,-1.9441,30.0619,21.37,0.03,0.85
2020-02-13,Kigali City,-1.9441,30.0619,19.88,2.5,0.85
2020-02-14,Kigali City,-1.9441,30.0619,19.98,1.53,0.85
2020-02-15,Kigali City,-1.9441,30.0619,20.17,0.59,0.84
2020-02-16,Kigali City,-1.9441,30.0619,19.5,0.18,0.84
2020-02-17,Kigali City,-1.9441,30.0619,19.84,0.4,0.84
2020-02-18,Kigali City,-1.9441,30.0619,20.6,0.3,0.83
2020-02-19,Kigali City,-1.9441,30.0619,19.15,3.06,0.83
2020-02-20,Kigali City,-1.9441,30.0619,19.86,2.21,0.83
2020-02-21,Kigali City,-1.9441,30.0619,19.96,3.65,0.83
2020-02-22,Kigali City,-1.9441,30.0619,20.66,0.58,0.83
2020-02-23,Kigali City,-1.9441,30.0619,20.54,0.37,0.83
2020-02-24,Kigali City,-1.9441,30.0619,21.22,9.56,0.82
2020-02-25,Kigali City,-1.9441,30.0619,20.64,82.15,0.84
2020-02-26,Kigali City,-1.9441,30.0619,20.84,8.05,0.84
2020-02-27,Kigali City,-1.9441,30.0619,19.48,18.45,0.85
2020-02-28,Kigali City,-1.9441,30.0619,19.46,7.86,0.86
2020-02-29,Kigali City,-1.9441,30.0619,20.43,5.32,0.86
2020-03-01,Kigali City,-1.9441,30.0619,21.08,14.81,0.86
2020-03-02,Kigali City,-1.9441,30.0619,19.45,20.08,0.87
2020-03-03,Kigali City,-1.9441,30.0619,20.72,1.98,0.88
2020-03-04,Kigali City,-1.9441,30.0619,19.47,1.19,0.87
2020-03-05,Kigali City,-1.9441,30.0619,20.5,2.08,0.87
2020-03-06,Kigali City,-1.9441,30.0619,20.62,2.21,0.87
2020-03-07,Kigali City,-1.9441,30.0619,20.56,0.63,0.87
2020-03-08,Kigali City,-1.9441,30.0619,21.0,2.91,0.87
2020-03-09,Kigali City,-1.9441,30.0619,20.69,30.45,0.87
2020-03-10,Kigali City,-1.9441,30.0619,20.73,9.62,0.88
2020-03-11,Kigali City,-1.9441,30.0619,20.27,2.84,0.88
2020-03-12,Kigali City,-1.9441,30.0619,20.76,1.03,0.88
2020-03-13,Kigali City,-1.9441,30.0619,19.76,6.17,0.88
2020-03-14,Kigali City,-1.9441,30.0619,20.07,0.83,0.88
2020-03-15,Kigali City,-1.9441,30.0619,20.63,3.72,0.88
2020-03-16,Kigali City,-1.9441,30.0619,21.22,18.19,0.89
2020-03-17,Kigali City,-1.9441,30.0619,20.76,5.69,0.89
2020-03-18,Kigali City,-1.9441,30.0619,20.06,7.33,0.89
2020-03-19,Kigali City,-1.9441,30.0619,19.84,2.73,0.89
2020-03-20,Kigali City,-1.9441,30.0619,20.32,3.39,0.89
2020-03-21,Kigali City,-1.9441,30.0619,19.2,21.5,0.89
2020-03-22,Kigali City,-1.9441,30.0619,20.16,6.35,0.89
2020-03-23,Kigali City,-1.9441,30.0619,19.63,7.84,0.89
2020-03-24,Kigali City,-1.9441,30.0619,18.59,6.55,0.9
2020-03-25,Kigali City,-1.9441,30.0619,18.6,33.13,0.9
2020-03-26,Kigali City,-1.9441,30.0619,19.0,6.07,0.91
2020-03-27,Kigali City,-1.9441,30.0619,19.42,41.42,0.91
2020-03-28,Kigali City,-1.9441,30.0619,18.71,16.16,0.93
2020-03-29,Kigali City,-1.9441,30.0619,19.03,3.66,0.93
2020-03-30,Kigali City,-1.9441,30.0619,19.64,2.55,0.93
2020-03-31,Kigali City,-1.9441,30.0619,19.35,4.3,0.93
2020-04-01,Kigali City,-1.9441,30.0619,19.55,2.48,0.93
2020-04-02,Kigali City,-1.9441,30.0619,19.55,3.97,0.93
2020-04-03,Kigali City,-1.9441,30.0619,20.04,1.5,0.92
2020-04-04,Kigali City,-1.9441,30.0619,19.81,3.23,0.92
2020-04-05,Kigali City,-1.9441,30.0619,19.83,1.81,0.92
2020-04-06,Kigali City,-1.9441,30.0619,19.84,0.98,0.92
2020-04-07,Kigali City,-1.9441,30.0619,20.35,3.68,0.91
2020-04-08,Kigali City,-1.9441,30.0619,19.92,1.68,0.91
2020-04-09,Kigali City,-1.9441,30.0619,19.9,1.38,0.91
2020-04-10,Kigali City,-1.9441,30.0619,19.62,3.56,0.91
2020-04-11,Kigali City,-1.9441,30.0619,19.87,1.88,0.91
2020-04-12,Kigali City,-1.9441,30.0619,20.09,2.49,0.91
2020-04-13,Kigali City,-1.9441,30.0619,20.6,7.06,0.91
2020-04-14,Kigali City,-1.9441,30.0619,19.99,3.75,0.91
2020-04-15,Kigali City,-1.9441,30.0619,20.35,1.05,0.91
2020-04-16,Kigali City,-1.9441,30.0619,20.1,4.85,0.91
2020-04-17,Kigali City,-1.9441,30.0619,19.59,17.82,0.91
2020-04-18,Kigali City,-1.9441,30.0619,19.84,33.62,0.92
2020-04-19,Kigali City,-1.9441,30.0619,18.58,18.43,0.93
2020-04-20,Kigali City,-1.9441,30.0619,18.84,29.13,0.94
2020-04-21,Kigali City,-1.9441,30.0619,18.1,12.18,0.95
2020-04-22,Kigali City,-1.9441,30.0619,19.5,35.51,0.95
2020-04-23,Kigali City,-1.9441,30.0619,19.85,14.62,0.96
2020-04-24,Kigali City,-1.9441,30.0619,20.64,8.17,0.96
2020-04-25,Kigali City,-1.9441,30.0619,19.4,14.38,0.97
2020-04-26,Kigali City,-1.9441,30.0619,19.42,1.75,0.97
2020-04-27,Kigali City,-1.9441,30.0619,18.56,14.26,0.97
2020-04-28,Kigali City,-1.9441,30.0619,18.87,3.01,0.97
2020-04-29,Kigali City,-1.9441,30.0619,17.96,22.11,0.97
2020-04-30,Kigali City,-1.9441,30.0619,18.86,5.33,0.97
2020-05-01,Kigali City,-1.9441,30.0619,19.34,2.81,0.97
2020-05-02,Kigali City,-1.9441,30.0619,19.3,7.8,0.97
2020-05-03,Kigali City,-1.9441,30.0619,19.47,5.68,0.97
2020-05-04,Kigali City,-1.9441,30.0619,19.78,0.04,0.97
2020-05-05,Kigali City,-1.9441,30.0619,19.53,4.46,0.96
2020-05-06,Kigali City,-1.9441,30.0619,19.42,14.06,0.97
2020-05-07,Kigali City,-1.9441,30.0619,19.21,6.72,0.97
2020-05-08,Kigali City,-1.9441,30.0619,19.15,3.52,0.97
2020-05-09,Kigali City,-1.9441,30.0619,19.1,9.54,0.97
2020-05-10,Kigali City,-1.9441,30.0619,18.34,2.57,0.96
2020-05-11,Kigali City,-1.9441,30.0619,18.12,3.11,0.96
2020-05-12,Kigali City,-1.9441,30.0619,18.66,2.53,0.96
2020-05-13,Kigali City,-1.9441,30.0619,19.48,3.28,0.96
2020-05-14,Kigali City,-1.9441,30.0619,19.24,10.6,0.96
2020-05-15,Kigali City,-1.9441,30.0619,19.6,3.93,0.96
2020-05-16,Kigali City,-1.9441,30.0619,18.84,11.09,0.96
2020-05-17,Kigali City,-1.9441,30.0619,19.4,4.18,0.96
2020-05-18,Kigali City,-1.9441,30.0619,19.01,0.73,0.96
2020-05-19,Kigali City,-1.9441,30.0619,18.54,0.25,0.96
2020-05-20,Kigali City,-1.9441,30.0619,18.3,2.07,0.95
2020-05-21,Kigali City,-1.9441,30.0619,18.81,0.3,0.95
2020-05-22,Kigali City,-1.9441,30.0619,18.42,0.0,0.95
2020-05-23,Kigali City,-1.9441,30.0619,17.87,0.0,0.95
2020-05-24,Kigali City,-1.9441,30.0619,17.9,0.0,0.94
2020-05-25,Kigali City,-1.9441,30.0619,18.36,0.0,0.94
2020-05-26,Kigali City,-1.9441,30.0619,19.44,0.04,0.94
2020-05-27,Kigali City,-1.9441,30.0619,19.85,0.14,0.93
2020-05-28,Kigali City,-1.9441,30.0619,19.81,0.11,0.93
2020-05-29,Kigali City,-1.9441,30.0619,19.67,0.14,0.93
2020-05-30,Kigali City,-1.9441,30.0619,19.09,0.15,0.92
2020-05-31,Kigali City,-1.9441,30.0619,18.14,0.0,0.92
2020-06-01,Kigali City,-1.9441,30.0619,17.97,0.0,0.92
2020-06-02,Kigali City,-1.9441,30.0619,18.23,0.0,0.91
2020-06-03,Kigali City,-1.9441,30.0619,18.4,0.0,0.91
2020-06-04,Kigali City,-1.9441,30.0619,18.27,0.01,0.91
2020-06-05,Kigali City,-1.9441,30.0619,17.68,0.45,0.91
2020-06-06,Kigali City,-1.9441,30.0619,18.3,0.14,0.9
2020-06-07,Kigali City,-1.9441,30.0619,18.12,0.12,0.9
2020-06-08,Kigali City,-1.9441,30.0619,17.97,0.59,0.9
2020-06-09,Kigali City,-1.9441,30.0619,18.07,2.2,0.9
2020-06-10,Kigali City,-1.9441,30.0619,16.67,2.45,0.9
2020-06-11,Kigali City,-1.9441,30.0619,17.41,2.68,0.9
2020-06-12,Kigali City,-1.9441,30.0619,18.17,14.26,0.9
2020-06-13,Kigali City,-1.9441,30.0619,16.83,22.86,0.91
2020-06-14,Kigali City,-1.9441,30.0619,17.71,9.76,0.92
2020-06-15,Kigali City,-1.9441,30.0619,17.09,0.71,0.92
2020-06-16,Kigali City,-1.9441,30.0619,17.12,0.06,0.91
2020-06-17,Kigali City,-1.9441,30.0619,16.86,0.02,0.91
2020-06-18,Kigali City,-1.9441,30.0619,16.67,0.01,0.91
2020-06-19,Kigali City,-1.9441,30.0619,16.74,0.04,0.91
2020-06-20,Kigali City,-1.9441,30.0619,17.44,2.29,0.91
2020-06-21,Kigali City,-1.9441,30.0619,17.14,4.45,0.91
2020-06-22,Kigali City,-1.9441,30.0619,17.72,2.0,0.9
2020-06-23,Kigali City,-1.9441,30.0619,17.79,2.22,0.9
2020-06-24,Kigali City,-1.9441,30.0619,17.61,0.86,0.9
2020-06-25,Kigali City,-1.9441,30.0619,17.45,0.59,0.9
2020-06-26,Kigali City,-1.9441,30.0619,17.55,0.21,0.9
2020-06-27,Kigali City,-1.9441,30.0619,17.71,0.43,0.89
2020-06-28,Kigali City,-1.9441,30.0619,17.97,0.52,0.89
2020-06-29,Kigali City,-1.9441,30.0619,17.83,0.01,0.89
2020-06-30,Kigali City,-1.9441,30.0619,17.49,0.0,0.89
2020-07-01,Kigali City,-1.9441,30.0619,17.31,0.0,0.88
2020-07-02,Kigali City,-1.9441,30.0619,17.13,0.0,0.88
2020-07-03,Kigali City,-1.9441,30.0619,17.24,0.0,0.88
2020-07-04,Kigali City,-1.9441,30.0619,17.05,0.0,0.88
2020-07-05,Kigali City,-1.9441,30.0619,17.07,0.06,0.87
2020-07-06,Kigali City,-1.9441,30.0619,17.2,0.1,0.87
2020-07-07,Kigali City,-1.9441,30.0619,17.27,0.06,0.87
2020-07-08,Kigali City,-1.9441,30.0619,17.24,0.01,0.87
2020-07-09,Kigali City,-1.9441,30.0619,17.41,0.02,0.86
2020-07-10,Kigali City,-1.9441,30.0619,17.54,9.27,0.86
2020-07-11,Kigali City,-1.9441,30.0619,18.1,2.43,0.86
2020-07-12,Kigali City,-1.9441,30.0619,18.35,7.18,0.86
2020-07-13,Kigali City,-1.9441,30.0619,17.11,10.21,0.87
2020-07-14,Kigali City,-1.9441,30.0619,17.15,3.77,0.87
2020-07-15,Kigali City,-1.9441,30.0619,17.72,0.21,0.87
2020-07-16,Kigali City,-1.9441,30.0619,17.04,0.32,0.87
2020-07-17,Kigali City,-1.9441,30.0619,16.07,0.06,0.86
2020-07-18,Kigali City,-1.9441,30.0619,14.92,0.06,0.86
2020-07-19,Kigali City,-1.9441,30.0619,15.72,0.01,0.86
2020-07-20,Kigali City,-1.9441,30.0619,16.36,1.41,0.86
2020-07-21,Kigali City,-1.9441,30.0619,16.2,3.33,0.86
2020-07-22,Kigali City,-1.9441,30.0619,16.83,2.97,0.86
2020-07-23,Kigali City,-1.9441,30.0619,17.07,6.57,0.86
2020-07-24,Kigali City,-1.9441,30.0619,17.06,2.78,0.86
2020-07-25,Kigali City,-1.9441,30.0619,17.1,0.2,0.86
2020-07-26,Kigali City,-1.9441,30.0619,17.36,0.0,0.85
2020-07-27,Kigali City,-1.9441,30.0619,17.58,0.05,0.85
2020-07-28,Kigali City,-1.9441,30.0619,17.35,0.03,0.85
2020-07-29,Kigali City,-1.9441,30.0619,17.29,0.01,0.85
2020-07-30,Kigali City,-1.9441,30.0619,17.58,0.0,0.85
2020-07-31,Kigali City,-1.9441,30.0619,18.46,0.0,0.84
2020-08-01,Kigali City,-1.9441,30.0619,18.04,0.0,0.84
2020-08-02,Kigali City,-1.9441,30.0619,16.95,0.0,0.84
2020-08-03,Kigali City,-1.9441,30.0619,16.42,0.0,0.83
2020-08-04,Kigali City,-1.9441,30.0619,17.7,0.54,0.83
2020-08-05,Kigali City,-1.9441,30.0619,18.36,0.98,0.83
2020-08-06,Kigali City,-1.9441,30.0619,18.95,0.01,0.83
2020-08-07,Kigali City,-1.9441,30.0619,19.11,0.65,0.83
2020-08-08,Kigali City,-1.9441,30.0619,18.08,1.34,0.82
2020-08-09,Kigali City,-1.9441,30.0619,18.03,0.09,0.82
2020-08-10,Kigali City,-1.9441,30.0619,19.34,0.09,0.82
2020-08-11,Kigali City,-1.9441,30.0619,19.72,1.94,0.82
2020-08-12,Kigali City,-1.9441,30.0619,20.12,1.84,0.82
2020-08-13,Kigali City,-1.9441,30.0619,19.84,0.34,0.81
2020-08-14,Kigali City,-1.9441,30.0619,19.89,0.28,0.81
2020-08-15,Kigali City,-1.9441,30.0619,19.78,0.31,0.81
2020-08-16,Kigali City,-1.9441,30.0619,19.92,0.08,0.81
2020-08-17,Kigali City,-1.9441,30.0619,19.73,0.0,0.81
2020-08-18,Kigali City,-1.9441,30.0619,19.36,0.01,0.8
2020-08-19,Kigali City,-1.9441,30.0619,20.2,0.11,0.8
2020-08-20,Kigali City,-1.9441,30.0619,20.28,2.7,0.8
2020-08-21,Kigali City,-1.9441,30.0619,19.72,5.6,0.8
2020-08-22,Kigali City,-1.9441,30.0619,19.03,2.94,0.8
2020-08-23,Kigali City,-1.9441,30.0619,18.57,1.01,0.8
2020-08-24,Kigali City,-1.9441,30.0619,18.81,2.45,0.8
2020-08-25,Kigali City,-1.9441,30.0619,19.63,2.17,0.79
2020-08-26,Kigali City,-1.9441,30.0619,19.82,2.09,0.79
2020-08-27,Kigali City,-1.9441,30.0619,20.04,0.18,0.79
2020-08-28,Kigali City,-1.9441,30.0619,19.34,0.15,0.79
2020-08-29,Kigali City,-1.9441,30.0619,20.29,0.89,0.79
2020-08-30,Kigali City,-1.9441,30.0619,20.63,0.14,0.78
2020-08-31,Kigali City,-1.9441,30.0619,20.59,1.0,0.78
2020-09-01,Kigali City,-1.9441,30.0619,19.88,0.42,0.78
2020-09-02,Kigali City,-1.9441,30.0619,18.9,0.0,0.78
2020-09-03,Kigali City,-1.9441,30.0619,18.49,0.0,0.77
2020-09-04,Kigali City,-1.9441,30.0619,20.32,0.1,0.77
2020-09-05,Kigali City,-1.9441,30.0619,20.36,0.39,0.77
2020-09-06,Kigali City,-1.9441,30.0619,19.02,1.36,0.77
2020-09-07,Kigali City,-1.9441,30.0619,18.29,5.13,0.77
2020-09-08,Kigali City,-1.9441,30.0619,19.03,3.72,0.77
2020-09-09,Kigali City,-1.9441,30.0619,19.43,2.46,0.77
2020-09-10,Kigali City,-1.9441,30.0619,19.44,0.87,0.77
2020-09-11,Kigali City,-1.9441,30.0619,19.6,0.63,0.77
2020-09-12,Kigali City,-1.9441,30.0619,19.37,2.52,0.77
2020-09-13,Kigali City,-1.9441,30.0619,20.11,0.36,0.76
2020-09-14,Kigali City,-1.9441,30.0619,20.45,0.05,0.76
2020-09-15,Kigali City,-1.9441,30.0619,20.92,0.3,0.76
2020-09-16,Kigali City,-1.9441,30.0619,21.4,0.58,0.76
2020-09-17,Kigali City,-1.9441,30.0619,21.68,0.17,0.75
2020-09-18,Kigali City,-1.9441,30.0619,21.92,0.02,0.75
2020-09-19,Kigali City,-1.9441,30.0619,21.21,0.57,0.75
2020-09-20,Kigali City,-1.9441,30.0619,21.51,1.04,0.75
2020-09-21,Kigali City,-1.9441,30.0619,20.81,4.22,0.75
2020-09-22,Kigali City,-1.9441,30.0619,19.64,3.16,0.75
2020-09-23,Kigali City,-1.9441,30.0619,21.02,1.52,0.75
2020-09-24,Kigali City,-1.9441,30.0619,20.44,1.33,0.74
2020-09-25,Kigali City,-1.9441,30.0619,20.44,1.18,0.74
2020-09-26,Kigali City,-1.9441,30.0619,20.71,1.82,0.74
2020-09-27,Kigali City,-1.9441,30.0619,19.65,2.64,0.74
2020-09-28,Kigali City,-1.9441,30.0619,20.59,2.34,0.74
2020-09-29,Kigali City,-1.9441,30.0619,19.61,3.55,0.74
2020-09-30,Kigali City,-1.9441,30.0619,19.63,3.36,0.74
2020-10-01,Kigali City,-1.9441,30.0619,18.59,16.74,0.75
2020-10-02,Kigali City,-1.9441,30.0619,19.36,1.02,0.75
2020-10-03,Kigali City,-1.9441,30.0619,19.97,0.96,0.75
2020-10-04,Kigali City,-1.9441,30.0619,19.89,1.55,0.75
2020-10-05,Kigali City,-1.9441,30.0619,20.31,0.67,0.74
2020-10-06,Kigali City,-1.9441,30.0619,20.44,0.97,0.74
2020-10-07,Kigali City,-1.9441,30.0619,20.71,0.85,0.74
2020-10-08,Kigali City,-1.9441,30.0619,20.36,0.89,0.74
2020-10-09,Kigali City,-1.9441,30.0619,20.07,1.11,0.74
2020-10-10,Kigali City,-1.9441,30.0619,20.47,3.35,0.74
2020-10-11,Kigali City,-1.9441,30.0619,20.58,1.03,0.73
2020-10-12,Kigali City,-1.9441,30.0619,19.74,3.81,0.73
2020-10-13,Kigali City,-1.9441,30.0619,19.7,3.95,0.73
2020-10-14,Kigali City,-1.9441,30.0619,19.94,2.08,0.73
2020-10-15,Kigali City,-1.9441,30.0619,20.29,0.66,0.73
2020-10-16,Kigali City,-1.9441,30.0619,19.23,5.73,0.73
2020-10-17,Kigali City,-1.9441,30.0619,20.52,2.17,0.73
2020-10-18,Kigali City,-1.9441,30.0619,19.17,6.37,0.73
2020-10-19,Kigali City,-1.9441,30.0619,19.42,5.62,0.74
2020-10-20,Kigali City,-1.9441,30.0619,19.54,9.5,0.74
2020-10-21,Kigali City,-1.9441,30.0619,19.64,8.09,0.74
2020-10-22,Kigali City,-1.9441,30.0619,19.15,12.73,0.74
2020-10-23,Kigali City,-1.9441,30.0619,20.08,1.26,0.75
2020-10-24,Kigali City,-1.9441,30.0619,20.52,0.33,0.75
2020-10-25,Kigali City,-1.9441,30.0619,20.33,9.54,0.74
2020-10-26,Kigali City,-1.9441,30.0619,18.94,23.7,0.76
2020-10-27,Kigali City,-1.9441,30.0619,18.56,3.79,0.76
2020-10-28,Kigali City,-1.9441,30.0619,19.25,9.05,0.76
2020-10-29,Kigali City,-1.9441,30.0619,18.16,9.47,0.77
2020-10-30,Kigali City,-1.9441,30.0619,18.73,3.75,0.77
2020-10-31,Kigali City,-1.9441,30.0619,18.48,6.04,0.77
2020-11-01,Kigali City,-1.9441,30.0619,18.82,1.42,0.77
2020-11-02,Kigali City,-1.9441,30.0619,19.41,1.03,0.77
2020-11-03,Kigali City,-1.9441,30.0619,19.58,1.09,0.77
2020-11-04,Kigali City,-1.9441,30.0619,19.17,24.13,0.78
2020-11-05,Kigali City,-1.9441,30.0619,18.48,6.39,0.78
2020-11-06,Kigali City,-1.9441,30.0619,17.59,9.98,0.79
2020-11-07,Kigali City,-1.9441,30.0619,18.85,4.96,0.79
2020-11-08,Kigali City,-1.9441,30.0619,18.77,2.19,0.79
2020-11-09,Kigali City,-1.9441,30.0619,19.02,7.34,0.79
2020-11-10,Kigali City,-1.9441,30.0619,18.28,9.82,0.79
2020-11-11,Kigali City,-1.9441,30.0619,19.25,3.88,0.79
2020-11-12,Kigali City,-1.9441,30.0619,19.51,1.22,0.79
2020-11-13,Kigali City,-1.9441,30.0619,19.54,3.44,0.79
2020-11-14,Kigali City,-1.9441,30.0619,20.28,4.52,0.79
2020-11-15,Kigali City,-1.9441,30.0619,20.06,12.33,0.79
2020-11-16,Kigali City,-1.9441,30.0619,20.13,23.21,0.8
2020-11-17,Kigali City,-1.9441,30.0619,19.58,68.31,0.82
2020-11-18,Kigali City,-1.9441,30.0619,19.32,39.24,0.84
2020-11-19,Kigali City,-1.9441,30.0619,17.6,23.74,0.85
2020-11-20,Kigali City,-1.9441,30.0619,19.32,2.68,0.85
2020-11-21,Kigali City,-1.9441,30.0619,19.38,22.11,0.86
2020-11-22,Kigali City,-1.9441,30.0619,19.24,8.58,0.86
2020-11-23,Kigali City,-1.9441,30.0619,19.58,1.49,0.86
2020-11-24,Kigali City,-1.9441,30.0619,19.62,2.27,0.86
2020-11-25,Kigali City,-1.9441,30.0619,18.94,2.66,0.86
2020-11-26,Kigali City,-1.9441,30.0619,19.65,0.32,0.86
2020-11-27,Kigali City,-1.9441,30.0619,19.3,1.76,0.86
2020-11-28,Kigali City,-1.9441,30.0619,18.84,3.53,0.86
2020-11-29,Kigali City,-1.9441,30.0619,18.05,7.88,0.86
2020-11-30,Kigali City,-1.9441,30.0619,19.43,7.71,0.86
2020-12-01,Kigali City,-1.9441,30.0619,20.01,0.88,0.86
2020-12-02,Kigali City,-1.9441,30.0619,19.59,1.55,0.86
2020-12-03,Kigali City,-1.9441,30.0619,19.0,6.8,0.85
2020-12-04,Kigali City,-1.9441,30.0619,18.93,2.6,0.86
2020-12-05,Kigali City,-1.9441,30.0619,19.32,0.77,0.85
2020-12-06,Kigali City,-1.9441,30.0619,18.87,0.55,0.85
2020-12-07,Kigali City,-1.9441,30.0619,19.36,0.5,0.85
2020-12-08,Kigali City,-1.9441,30.0619,19.39,0.35,0.85
2020-12-09,Kigali City,-1.9441,30.0619,18.69,1.31,0.84
2020-12-10,Kigali City,-1.9441,30.0619,19.52,3.94,0.84
2020-12-11,Kigali City,-1.9441,30.0619,18.78,1.0,0.84
2020-12-12,Kigali City,-1.9441,30.0619,18.41,35.85,0.85
2020-12-13,Kigali City,-1.9441,30.0619,18.92,11.44,0.86
2020-12-14,Kigali City,-1.9441,30.0619,18.94,1.59,0.86
2020-12-15,Kigali City,-1.9441,30.0619,19.15,1.72,0.86
2020-12-16,Kigali City,-1.9441,30.0619,19.5,4.93,0.86
2020-12-17,Kigali City,-1.9441,30.0619,19.3,2.57,0.85
2020-12-18,Kigali City,-1.9441,30.0619,18.65,11.27,0.86
2020-12-19,Kigali City,-1.9441,30.0619,17.55,9.19,0.86
2020-12-20,Kigali City,-1.9441,30.0619,18.92,2.99,0.86
2020-12-21,Kigali City,-1.9441,30.0619,18.92,1.3,0.86
2020-12-22,Kigali City,-1.9441,30.0619,19.14,1.4,0.86
2020-12-23,Kigali City,-1.9441,30.0619,19.54,3.58,0.86
2020-12-24,Kigali City,-1.9441,30.0619,19.61,3.23,0.86
2020-12-25,Kigali City,-1.9441,30.0619,19.67,4.68,0.85
2020-12-26,Kigali City,-1.9441,30.0619,19.52,3.32,0.85
2020-12-27,Kigali City,-1.9441,30.0619,19.51,4.81,0.85
2020-12-28,Kigali City,-1.9441,30.0619,19.26,0.1,0.85
2020-12-29,Kigali City,-1.9441,30.0619,19.29,0.24,0.85
2020-12-30,Kigali City,-1.9441,30.0619,19.75,2.81,0.84
2020-12-31,Kigali City,-1.9441,30.0619,20.09,6.78,0.84
2021-01-01,Kigali City,-1.9441,30.0619,18.32,27.01,0.86
2021-01-02,Kigali City,-1.9441,30.0619,18.61,2.65,0.86
2021-01-03,Kigali City,-1.9441,30.0619,18.4,1.32,0.86
2021-01-04,Kigali City,-1.9441,30.0619,18.96,2.37,0.85
2021-01-05,Kigali City,-1.9441,30.0619,19.01,3.78,0.85
2021-01-06,Kigali City,-1.9441,30.0619,19.03,2.23,0.85
2021-01-07,Kigali City,-1.9441,30.0619,19.57,0.23,0.85
2021-01-08,Kigali City,-1.9441,30.0619,20.92,0.23,0.85
2021-01-09,Kigali City,-1.9441,30.0619,19.48,17.2,0.84
2021-01-10,Kigali City,-1.9441,30.0619,18.88,4.01,0.85
2021-01-11,Kigali City,-1.9441,30.0619,19.98,7.67,0.85
2021-01-12,Kigali City,-1.9441,30.0619,18.92,51.7,0.87
2021-01-13,Kigali City,-1.9441,30.0619,18.36,9.27,0.88
2021-01-14,Kigali City,-1.9441,30.0619,19.36,8.0,0.88
2021-01-15,Kigali City,-1.9441,30.0619,19.2,5.5,0.89
2021-01-16,Kigali City,-1.9441,30.0619,18.53,3.07,0.89
2021-01-17,Kigali City,-1.9441,30.0619,19.24,1.84,0.88
2021-01-18,Kigali City,-1.9441,30.0619,19.18,1.64,0.88
2021-01-19,Kigali City,-1.9441,30.0619,19.48,6.48,0.88
2021-01-20,Kigali City,-1.9441,30.0619,18.33,18.96,0.89
2021-01-21,Kigali City,-1.9441,30.0619,18.87,8.07,0.89
2021-01-22,Kigali City,-1.9441,30.0619,19.16,6.42,0.89
