country,date,province,district,market_name,lat,lon,food_category,commodity_name,unit,price_flag,price_type,currency,price_rwf,price_usd,year,month,quarter,day_of_week,commodity_group,temp_celsius,precipitation_mm,soil_moisture,monthly_avg_temp,temp_anomaly,monthly_avg_precipitation,precip_anomaly,temp_lag_1,precip_lag_1,temp_lag_2,precip_lag_2,temp_lag_3,precip_lag_3,soil_moisture_lag_1,temp_rolling_3mo,precip_rolling_3mo,price_prev_month,price_direction,usd_rwf_rate,usd_rwf_mom_pct,general_cpi,food_cpi,cpi_mom_pct,food_cpi_mom_pct
RWA,2023-11-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,1000.0,0.82,2023,11,4,2,Cassava flour,20.49,2.45,0.71,20.71,-0.22000000000000242,7.85,-5.3999999999999995,22.26,5.57,22.61,0.02,19.6,0.0,0.68,21.786666666666665,2.6799999999999997,1000.0,0,1221.4169367009945,0.010368102960599,174.03130827958137,245.821650103656,0.002722696143393,-6.761960785117704e-05
RWA,2023-12-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,1000.0,0.8,2023,12,4,4,Cassava flour,21.28,0.61,0.72,20.964,0.3160000000000025,4.255999999999999,-3.6459999999999995,20.49,2.45,22.26,5.57,22.61,0.02,0.71,21.343333333333334,2.876666666666667,1000.0,0,1240.4178583054315,0.0155564582686711,172.2560000074874,237.74032865712852,-0.0102010855957133,-0.0328747343576929
RWA,2024-03-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,1000.0,0.78,2024,3,1,4,Cassava flour,21.52,0.15,0.75,21.38,0.14000000000000057,2.8616666666666664,-2.7116666666666664,21.53,10.3,21.03,0.88,21.28,0.61,0.74,21.36,3.7766666666666673,1000.0,0,1271.0225539434523,0.008160121183993,170.75182941846788,228.20112768698127,0.0180796735510471,0.0367882119812332
RWA,2024-05-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,900.0,0.69,2024,5,2,2,Cassava flour,21.63,0.61,0.77,20.692857142857143,0.937142857142856,1.82,-1.21,20.56,5.63,21.52,0.15,21.53,10.3,0.76,21.236666666666665,2.1300000000000003,1000.0,0,1280.9191735309105,0.0039739350715877,175.03787913250756,232.37814483698733,0.0142714252211926,0.0125765726168078
RWA,2024-06-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,933.33,0.71,2024,6,2,5,Cassava flour,21.3,0.42,0.72,20.24285714285714,1.0571428571428605,0.2757142857142857,0.1442857142857143,21.63,0.61,20.56,5.63,21.52,0.15,0.77,21.163333333333334,2.22,900.0,1,1292.4828369140623,0.0090276292385229,175.0212205415329,230.562969461579,-9.517134838021855e-05,-0.0078112998822744
RWA,2024-07-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,1100.0,0.84,2024,7,3,0,Cassava flour,20.78,0.01,0.69,19.905714285714286,0.8742857142857154,0.3828571428571429,-0.3728571428571429,21.3,0.42,21.63,0.61,20.56,5.63,0.72,21.236666666666668,0.3466666666666667,933.33,1,1298.9651940387228,0.0050154299457758,174.39976724070925,228.1472813239237,-0.0035507311564895,-0.0104773465717262
RWA,2024-08-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,866.67,0.66,2024,8,3,3,Cassava flour,22.03,3.21,0.66,21.081666666666667,0.9483333333333341,3.981666666666667,-0.771666666666667,20.78,0.01,21.3,0.42,21.63,0.61,0.69,21.37,1.2133333333333334,1100.0,0,1305.6683904474432,0.0051604126419115,174.15235730383534,224.82086913877103,-0.0014186368524932,-0.0145801088044954
RWA,2024-09-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,775.0,0.58,2024,9,3,6,Cassava flour,22.7,0.0,0.64,21.726,0.9740000000000002,3.228,-3.228,22.03,3.21,20.78,0.01,21.3,0.42,0.66,21.83666666666667,1.0733333333333335,866.67,0,1328.4369245256696,0.0174382211017789,175.79548136254246,229.04457057116645,0.0094349802905076,0.0187869633658799
RWA,2024-10-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,860.0,0.63,2024,10,4,1,Cassava flour,22.67,1.78,0.66,21.753333333333334,0.9166666666666679,1.8583333333333334,-0.07833333333333337,22.7,0.0,22.03,3.21,20.78,0.01,0.64,22.46666666666667,1.6633333333333333,775.0,1,1337.4927447775135,0.0068168989318611,177.92630707649755,234.7133042694783,0.012121049400358,0.0247494786022466
RWA,2024-11-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,885.71,0.65,2024,11,4,4,Cassava flour,20.84,2.45,0.7,20.71,0.129999999999999,7.85,-5.3999999999999995,22.67,1.78,22.7,0.0,22.03,3.21,0.66,22.070000000000004,1.4100000000000001,860.0,1,1355.0447998046875,0.0131231029818361,180.6418048294876,243.37360027167745,0.0152619238695406,0.0368973374950067
RWA,2024-12-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,800.0,0.58,2024,12,4,6,Cassava flour,21.02,4.39,0.76,20.964,0.05600000000000094,4.255999999999999,0.13400000000000034,20.84,2.45,22.67,1.78,22.7,0.0,0.7,21.51,2.8733333333333335,885.71,0,1369.5111472389915,0.0106759181957594,180.80922183173135,242.7068471266573,0.0009267899111273,-0.0027396280626816
RWA,2025-01-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,850.0,0.62,2025,1,1,2,Cassava flour,20.9,0.12,0.75,20.83857142857143,0.061428571428567835,1.8199999999999998,-1.6999999999999997,21.02,4.39,20.84,2.45,22.67,1.78,0.76,20.919999999999998,2.32,800.0,1,1375.5011097301135,0.0043737960827834,179.31969933164473,236.20753673999897,-0.0082380892135737,-0.0267784385302761
RWA,2025-03-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,775.0,0.55,2025,3,1,5,Cassava flour,22.44,1.82,0.71,21.38,1.0600000000000023,2.8616666666666664,-1.0416666666666663,21.79,10.13,20.9,0.12,21.02,4.39,0.73,21.709999999999997,4.023333333333333,850.0,0,1401.723179408482,0.0091128516242948,181.4293348448627,238.50490877956497,0.0067562398658271,0.0110840823953564
RWA,2025-04-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,800.0,0.57,2025,4,2,1,Cassava flour,21.05,1.46,0.73,20.628333333333334,0.42166666666666686,2.3850000000000002,-0.9250000000000003,22.44,1.82,21.79,10.13,20.9,0.12,0.71,21.76,4.47,775.0,1,1406.7898010253907,0.003614566478844,183.8534678734584,244.2030843378823,0.0133613069279483,0.0238912296919799
RWA,2025-06-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,800.0,0.56,2025,6,2,6,Cassava flour,19.63,0.02,0.7,20.24285714285714,-0.6128571428571412,0.2757142857142857,-0.25571428571428567,19.49,1.55,21.05,1.46,22.44,1.82,0.73,20.05666666666667,1.01,800.0,0,1414.1937779017858,0.0009659764566944,187.0837909051328,251.84198215669957,0.0057512860942345,0.0046236053996082
RWA,2025-07-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,771.43,0.54,2025,7,3,1,Cassava flour,20.78,0.28,0.68,19.905714285714286,0.8742857142857154,0.3828571428571429,-0.10285714285714287,19.63,0.02,19.49,1.55,21.05,1.46,0.7,19.96666666666667,0.6166666666666667,800.0,0,1429.9726774796195,0.0111575229819245,186.66721778106253,248.013150724543,-0.0022266660412151,-0.0152033088342442
RWA,2025-08-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,837.5,0.58,2025,8,3,4,Cassava flour,21.48,2.94,0.69,21.081666666666667,0.39833333333333343,3.981666666666667,-1.041666666666667,20.78,0.28,19.63,0.02,19.49,1.55,0.68,20.63,1.08,771.43,1,1435.2111990792412,0.0036633718127081,186.9016617083733,239.29056487027248,0.0012559459025405,-0.0351698521985163
RWA,2025-09-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,690.0,0.48,2025,9,3,0,Cassava flour,21.68,1.65,0.68,21.726,-0.045999999999999375,3.228,-1.5780000000000003,21.48,2.94,20.78,0.28,19.63,0.02,0.69,21.313333333333336,1.623333333333333,837.5,0,1438.1561445756392,0.002051924830497,188.28822107798865,241.36483703943617,0.0074186572604091,0.0086684243914432
RWA,2025-10-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,766.67,0.53,2025,10,4,2,Cassava flour,22.18,1.32,0.67,21.753333333333334,0.42666666666666586,1.8583333333333334,-0.5383333333333333,21.68,1.65,21.48,2.94,20.78,0.28,0.68,21.78,1.9699999999999998,690.0,1,1441.9051619819973,0.0026068222289341,190.87420932789888,244.4983738526193,0.0137342008709038,0.0129825738148889
RWA,2025-12-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,730.77,0.5,2025,12,4,0,Cassava flour,22.31,2.48,0.66,20.964,1.346,4.255999999999999,-1.7759999999999994,22.18,1.32,21.68,1.65,21.48,2.94,0.67,22.05666666666667,1.8166666666666667,766.67,0,1444.3539095791905,0.0019533466851546,193.7424209145163,246.21981830731704,0.001817981095239,-0.0041040272252281
RWA,2026-01-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,771.43,0.53,2026,1,1,3,Cassava flour,22.24,0.02,0.68,20.83857142857143,1.4014285714285677,1.8199999999999998,-1.7999999999999998,22.31,2.48,22.18,1.32,21.68,1.65,0.66,22.24333333333333,1.2733333333333334,730.77,1,1445.9139171781994,0.0010800729576476,193.7132882475432,244.76650956186936,-0.0001503680341951,-0.0059024848423603
RWA,2026-02-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,783.33,0.54,2026,2,1,6,Cassava flour,21.42,3.05,0.68,21.290000000000003,0.129999999999999,5.141666666666667,-2.091666666666667,22.24,0.02,22.31,2.48,22.18,1.32,0.68,21.99,1.8499999999999999,771.43,1,1447.9892944335938,0.0014353394283974,196.32439118665604,248.45717923075665,0.0134792143726154,0.0150783278132842
RWA,2026-04-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,800.0,0.55,2026,4,2,2,Cassava flour,21.22,1.71,0.7,20.628333333333334,0.591666666666665,2.3850000000000002,-0.6750000000000003,21.42,3.05,22.24,0.02,22.31,2.48,0.68,21.626666666666665,1.5933333333333335,783.33,1,1454.0718605735085,0.0029072635269584,200.7910616496666,254.22039270359437,0.0132012371954566,0.0190751299901685
RWA,2026-05-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,925.0,0.63,2026,5,2,4,Cassava flour,21.59,1.36,0.72,20.692857142857143,0.8971428571428568,1.82,-0.45999999999999996,21.22,1.71,21.42,3.05,22.24,0.02,0.7,21.41,2.0400000000000005,800.0,1,1453.3946765718006,-0.0004657156362553,210.2615046034969,265.1244810378514,0.0471656600449377,0.0428922645358769
RWA,2026-06-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,933.33,0.64,2026,6,2,0,Cassava flour,22.04,0.0,0.69,20.24285714285714,1.797142857142859,0.2757142857142857,-0.2757142857142857,21.59,1.36,21.22,1.71,21.42,3.05,0.72,21.616666666666664,1.0233333333333334,925.0,1,1455.875848943537,0.0017071566393713,211.269824775716,267.4062242159079,0.0047955529193064,0.008606308889788
RWA,2026-07-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,1000.0,0.68,2026,7,3,2,Cassava flour,21.31,0.29,0.66,19.905714285714286,1.404285714285713,0.3828571428571429,-0.09285714285714292,22.04,0.0,21.59,1.36,21.22,1.71,0.69,21.646666666666665,0.5500000000000002,933.33,1,1458.5943921959918,0.0018672905759289,212.1413047694809,266.7353284041449,0.0041249619754744,-0.0025089012558708
RWA,2020-05-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,300.0,0.32,2020,5,2,4,Cassava,20.71,3.57,0.94,20.692857142857143,0.017142857142857792,1.82,1.7499999999999998,20.61,1.12,21.46,4.03,21.02,0.5,0.88,20.926666666666666,2.9066666666666667,300.0,0,923.333504813058,0.0001562714118521,126.38712625719948,142.82138469749867,-0.0017301272806024,-0.020986167896936
RWA,2020-07-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,300.0,0.31,2020,7,3,2,Cassava,18.82,0.27,0.85,19.905714285714286,-1.0857142857142854,0.3828571428571429,-0.11285714285714288,18.01,0.26,20.71,3.57,20.61,1.12,0.89,19.18,1.3666666666666665,300.0,0,942.5710475755776,0.0060432295101253,128.67633644014916,139.93915414760752,-0.0018738625437613,-0.0061250778237275
RWA,2020-10-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,300.0,0.31,2020,10,4,3,Cassava,21.17,0.8,0.74,21.753333333333334,-0.5833333333333321,1.8583333333333334,-1.0583333333333333,21.72,0.39,20.88,0.25,18.82,0.27,0.76,21.256666666666664,0.48,300.0,0,958.6099437366832,0.0153191795335436,130.77539860273006,145.98370689809963,0.0097576699146222,0.0220742482980098
RWA,2020-11-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,300.0,0.31,2020,11,4,6,Cassava,20.7,8.47,0.79,20.71,-0.010000000000001563,7.85,0.620000000000001,21.17,0.8,21.72,0.39,20.88,0.25,0.74,21.19666666666667,3.22,300.0,0,972.3068237304688,0.0142882723919957,129.60471782556252,146.09491790552735,-0.0089518425458893,0.0007618042437116
RWA,2020-12-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,300.0,0.3,2020,12,4,1,Cassava,20.1,2.86,0.83,20.964,-0.8639999999999972,4.255999999999999,-1.3959999999999995,20.7,8.47,21.17,0.8,21.72,0.39,0.79,20.65666666666667,4.043333333333333,300.0,0,975.0373880137568,0.0028083360279336,128.32876620165277,144.61417864497932,-0.0098449473546717,-0.0101354604374778
RWA,2021-01-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,300.0,0.3,2021,1,1,4,Cassava,20.01,7.02,0.86,20.83857142857143,-0.8285714285714292,1.8199999999999998,5.199999999999999,20.1,2.86,20.7,8.47,21.17,0.8,0.83,20.27,6.116666666666667,300.0,0,970.231892903646,-0.0049285239409128,127.33368740439296,141.33314933042172,-0.0077541367123888,-0.0226881578646058
RWA,2021-03-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,300.0,0.3,2021,3,1,0,Cassava,20.71,0.77,0.87,21.38,-0.6699999999999982,2.8616666666666664,-2.0916666666666663,20.01,7.02,20.1,2.86,20.7,8.47,0.86,20.273333333333337,3.5499999999999994,300.0,0,969.6489947775136,-0.0059936140470504,127.37657361777116,139.7803800054451,0.0036649496963374,0.0039763458581729
RWA,2021-05-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,300.0,0.3,2021,5,2,5,Cassava,19.8,4.15,0.91,20.692857142857143,-0.8928571428571423,1.82,2.33,20.32,2.27,20.71,0.77,20.01,7.02,0.88,20.276666666666667,2.396666666666667,300.0,0,974.9652390252976,0.0030771232548405,129.3579964273314,144.57343751799078,0.0016098189335878,0.0049945221023166
RWA,2021-06-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,300.0,0.3,2021,6,2,1,Cassava,19.83,0.46,0.85,20.24285714285714,-0.4128571428571419,0.2757142857142857,0.18428571428571433,19.8,4.15,20.32,2.27,20.71,0.77,0.91,19.983333333333334,2.2933333333333334,300.0,0,971.906269420277,-0.0031375165827232,128.74000532922452,141.2795484595219,-0.0047773706703476,-0.0227835010014132
RWA,2021-07-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,300.0,0.3,2021,7,3,3,Cassava,18.9,1.61,0.8,19.905714285714286,-1.0057142857142871,0.3828571428571429,1.2271428571428573,19.83,0.46,19.8,4.15,20.32,2.27,0.85,19.509999999999998,2.0733333333333337,300.0,0,982.4688998135654,0.0108679517003102,128.47629596400816,140.20379793705683,-0.00204838709259,-0.0076143400385603
RWA,2021-11-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,300.0,0.29,2021,11,4,0,Cassava,20.85,2.65,0.77,20.71,0.14000000000000057,7.85,-5.199999999999999,21.34,1.27,22.69,4.71,19.3,0.09,0.75,21.62666666666667,2.8766666666666665,300.0,0,991.3252591219816,0.0030882843919339,130.37250659461583,143.0194691796109,0.0064195155147404,0.0044840362669977
RWA,2021-12-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,450.0,0.44,2021,12,4,2,Cassava,20.11,10.94,0.8,20.964,-0.8539999999999992,4.255999999999999,6.684,20.85,2.65,21.34,1.27,22.69,4.71,0.77,20.766666666666666,4.953333333333333,300.0,1,996.2028171705164,0.0049202398543286,129.66065655278896,139.1938194909124,-0.0054601239204544,-0.0267491531792364
RWA,2022-01-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,350.0,0.34,2022,1,1,5,Cassava,20.49,3.5,0.8,20.83857142857143,-0.3485714285714323,1.8199999999999998,1.6800000000000002,20.11,10.94,20.85,2.65,21.34,1.27,0.8,20.48333333333333,5.696666666666666,450.0,0,1001.6710902622768,0.0054891162698094,129.7057705272615,138.31136793626413,0.0003479388094427,-0.0063397323090619
RWA,2022-02-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,400.0,0.39,2022,2,1,1,Cassava,20.06,2.57,0.89,21.290000000000003,-1.230000000000004,5.141666666666667,-2.5716666666666668,20.49,3.5,20.11,10.94,20.85,2.65,0.8,20.22,5.669999999999999,350.0,1,1005.860906982422,0.0041828268389456,132.40200478575608,145.42646284605252,0.020787311524647,0.0514425893977645
RWA,2022-03-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,350.0,0.35,2022,3,1,1,Cassava,21.54,1.61,0.87,21.38,0.16000000000000014,2.8616666666666664,-1.2516666666666663,20.06,2.57,20.49,3.5,20.11,10.94,0.89,20.696666666666662,2.56,400.0,0,1006.6211282481318,0.0007557916412026,134.75045451891938,150.79933821037804,0.0177372671732833,0.0369456511502532
RWA,2022-05-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,450.0,0.45,2022,5,2,6,Cassava,19.95,1.42,0.89,20.692857142857143,-0.7428571428571438,1.82,-0.40000000000000013,21.54,1.61,20.06,2.57,20.49,3.5,0.87,20.516666666666666,1.8666666666666665,350.0,1,1010.170107754794,0.0020393054048437,142.20278138678788,167.24756272080575,0.0239400046259579,0.0553230288891215
RWA,2022-06-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,416.67,0.41,2022,6,2,2,Cassava,19.76,0.48,0.86,20.24285714285714,-0.48285714285713865,0.2757142857142857,0.2042857142857143,19.95,1.42,21.54,1.61,20.06,2.57,0.89,20.416666666666668,1.17,450.0,0,1011.0703624378552,0.0008911911728035,144.92668200943464,175.52663774853917,0.0191550446206663,0.0495019173556152
RWA,2022-07-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,400.0,0.39,2022,7,3,4,Cassava,19.15,0.22,0.8,19.905714285714286,-0.7557142857142871,0.3828571428571429,-0.1628571428571429,19.76,0.48,19.95,1.42,21.54,1.61,0.86,19.62,0.7066666666666667,416.67,0,1013.458981468564,0.002362465679391,146.03060083734485,175.34164361766554,0.0076170848087058,-0.0010539376430069
RWA,2022-08-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,300.0,0.29,2022,8,3,0,Cassava,20.19,17.38,0.77,21.081666666666667,-0.8916666666666657,3.981666666666667,13.398333333333332,19.15,0.22,19.76,0.48,19.95,1.42,0.8,19.7,6.026666666666666,400.0,0,1019.4253062372622,0.0058870905263996,148.44115495064383,180.411880857278,0.0165071847919324,0.0289163323384156
RWA,2022-09-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,400.0,0.39,2022,9,3,3,Cassava,19.84,9.39,0.82,21.726,-1.8859999999999992,3.228,6.162000000000001,20.19,17.38,19.15,0.22,19.76,0.48,0.77,19.72666666666667,8.996666666666666,300.0,1,1024.3425431685014,0.004823538224089,149.20044870698158,180.93181142399013,0.0051151161993465,0.0028819086871747
RWA,2022-10-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,425.0,0.4,2022,10,4,5,Cassava,20.9,0.41,0.8,21.753333333333334,-0.8533333333333353,1.8583333333333334,-1.4483333333333335,19.84,9.39,20.19,17.38,19.15,0.22,0.82,20.31,9.06,400.0,1,1035.852573939732,0.0112365056474446,152.40450200016446,189.63583612510484,0.0214748234402122,0.0481066575999615
RWA,2023-05-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,350.0,0.31,2023,5,2,0,Cassava,21.68,0.08,0.82,20.692857142857143,0.9871428571428567,1.82,-1.74,20.01,2.12,20.61,8.79,21.92,4.3,0.78,20.766666666666666,3.6633333333333327,425.0,0,1107.9436778192935,0.0105265162269105,167.5153426904508,228.79355939011745,0.0112640348801433,0.0215783225293522
RWA,2023-06-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,400.0,0.35,2023,6,2,3,Cassava,21.13,0.29,0.77,20.24285714285714,0.8871428571428588,0.2757142857142857,0.01428571428571429,21.68,0.08,20.01,2.12,20.61,8.79,0.82,20.94,0.8300000000000001,350.0,1,1132.0275712446733,0.0217374708728721,165.36750307834262,220.1271267463403,-0.012821748608885,-0.0378788313223447
RWA,2023-08-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,600.0,0.51,2023,8,3,1,Cassava,22.61,0.02,0.69,21.081666666666667,1.5283333333333324,3.981666666666667,-3.961666666666667,19.6,0.0,21.13,0.29,21.68,0.08,0.73,21.113333333333333,0.10333333333333333,400.0,1,1170.0144308338995,0.0116320875890445,166.07225372861382,221.53487358193564,0.0002866133560008,0.0013459810688951
RWA,2023-11-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,425.0,0.35,2023,11,4,2,Cassava,20.49,2.45,0.71,20.71,-0.22000000000000242,7.85,-5.3999999999999995,22.26,5.57,22.61,0.02,19.6,0.0,0.68,21.786666666666665,2.6799999999999997,600.0,0,1221.4169367009945,0.010368102960599,174.03130827958137,245.821650103656,0.002722696143393,-6.761960785117704e-05
RWA,2023-12-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,475.0,0.38,2023,12,4,4,Cassava,21.28,0.61,0.72,20.964,0.3160000000000025,4.255999999999999,-3.6459999999999995,20.49,2.45,22.26,5.57,22.61,0.02,0.71,21.343333333333334,2.876666666666667,425.0,1,1240.4178583054315,0.0155564582686711,172.2560000074874,237.74032865712852,-0.0102010855957133,-0.0328747343576929
RWA,2024-03-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,400.0,0.31,2024,3,1,4,Cassava,21.52,0.15,0.75,21.38,0.14000000000000057,2.8616666666666664,-2.7116666666666664,21.53,10.3,21.03,0.88,21.28,0.61,0.74,21.36,3.7766666666666673,475.0,0,1271.0225539434523,0.008160121183993,170.75182941846788,228.20112768698127,0.0180796735510471,0.0367882119812332
RWA,2024-06-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,500.0,0.38,2024,6,2,5,Cassava,21.3,0.42,0.72,20.24285714285714,1.0571428571428605,0.2757142857142857,0.1442857142857143,21.63,0.61,20.56,5.63,21.52,0.15,0.77,21.163333333333334,2.22,400.0,1,1292.4828369140623,0.0090276292385229,175.0212205415329,230.562969461579,-9.517134838021855e-05,-0.0078112998822744
RWA,2024-07-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,550.0,0.42,2024,7,3,0,Cassava,20.78,0.01,0.69,19.905714285714286,0.8742857142857154,0.3828571428571429,-0.3728571428571429,21.3,0.42,21.63,0.61,20.56,5.63,0.72,21.236666666666668,0.3466666666666667,500.0,1,1298.9651940387228,0.0050154299457758,174.39976724070925,228.1472813239237,-0.0035507311564895,-0.0104773465717262
RWA,2024-08-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,620.0,0.47,2024,8,3,3,Cassava,22.03,3.21,0.66,21.081666666666667,0.9483333333333341,3.981666666666667,-0.771666666666667,20.78,0.01,21.3,0.42,21.63,0.61,0.69,21.37,1.2133333333333334,550.0,1,1305.6683904474432,0.0051604126419115,174.15235730383534,224.82086913877103,-0.0014186368524932,-0.0145801088044954
