country,date,province,district,market_name,lat,lon,food_category,commodity_name,unit,price_flag,price_type,currency,price_rwf,price_usd,year,month,quarter,day_of_week,commodity_group
RWA,2020-07-15,Southern Province,Gisagara,Mugombwa,-2.68,29.85,miscellaneous food,Sugar,KG,actual,Retail,RWF,900.0,0.94,2020,7,3,2,Sugar
RWA,2020-07-15,Southern Province,Gisagara,Mugombwa,-2.68,29.85,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,150.0,0.16,2020,7,3,2,Cabbage
RWA,2020-07-15,Southern Province,Gisagara,Mugombwa,-2.68,29.85,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,300.0,0.31,2020,7,3,2,Cassava
RWA,2020-07-15,Southern Province,Gisagara,Mugombwa (Camp),-2.67,29.85,cereals and tubers,Cassava,KG,actual,Retail,RWF,200.0,0.21,2020,7,3,2,Cassava
RWA,2020-07-15,Southern Province,Gisagara,Mugombwa (Camp),-2.67,29.85,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,400.0,0.42,2020,7,3,2,Cassava flour
RWA,2020-07-15,Southern Province,Gisagara,Mugombwa (Camp),-2.67,29.85,cereals and tubers,Potatoes,KG,actual,Retail,RWF,133.33,0.14,2020,7,3,2,Potatoes
RWA,2020-07-15,Southern Province,Gisagara,Mugombwa (Camp),-2.67,29.85,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,355.0,0.37,2020,7,3,2,Potatoes
RWA,2020-07-15,Southern Province,Gisagara,Mugombwa (Camp),-2.67,29.85,cereals and tubers,Rice (imported),KG,actual,Retail,RWF,800.0,0.84,2020,7,3,2,Rice
RWA,2020-07-15,Southern Province,Gisagara,Mugombwa (Camp),-2.67,29.85,cereals and tubers,Sorghum,KG,actual,Retail,RWF,412.5,0.43,2020,7,3,2,Sorghum
RWA,2020-07-15,Southern Province,Gisagara,Mugombwa (Camp),-2.67,29.85,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,1800.0,1.89,2020,7,3,2,Fish (dry)
RWA,2020-07-15,Southern Province,Gisagara,Mugombwa (Camp),-2.67,29.85,"meat, fish and eggs",Meat (beef),KG,actual,Retail,RWF,1500.0,1.57,2020,7,3,2,Meat (beef)
RWA,2020-07-15,Southern Province,Gisagara,Mugombwa (Camp),-2.67,29.85,miscellaneous food,Sugar,KG,actual,Retail,RWF,960.0,1.01,2020,7,3,2,Sugar
RWA,2020-07-15,Southern Province,Gisagara,Mugombwa (Camp),-2.67,29.85,vegetables and fruits,Bananas,KG,actual,Retail,RWF,200.0,0.21,2020,7,3,2,Bananas
RWA,2020-07-15,Southern Province,Gisagara,Mugombwa (Camp),-2.67,29.85,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,233.33,0.24,2020,7,3,2,Cabbage
RWA,2020-07-15,Southern Province,Gisagara,Mugombwa (Camp),-2.67,29.85,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,350.0,0.37,2020,7,3,2,Cassava
RWA,2020-07-15,Southern Province,Nyamagabe,Gasarenda,-2.51,29.48,cereals and tubers,Cassava,KG,actual,Retail,RWF,200.0,0.21,2020,7,3,2,Cassava
RWA,2020-07-15,Southern Province,Nyamagabe,Gasarenda,-2.51,29.48,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,383.33,0.4,2020,7,3,2,Cassava flour
RWA,2020-07-15,Southern Province,Nyamagabe,Gasarenda,-2.51,29.48,cereals and tubers,Potatoes,KG,actual,Retail,RWF,150.0,0.16,2020,7,3,2,Potatoes
RWA,2020-07-15,Southern Province,Nyamagabe,Gasarenda,-2.51,29.48,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,330.0,0.35,2020,7,3,2,Potatoes
RWA,2020-07-15,Southern Province,Nyamagabe,Gasarenda,-2.51,29.48,cereals and tubers,Sorghum,KG,actual,Retail,RWF,400.0,0.42,2020,7,3,2,Sorghum
RWA,2020-07-15,Southern Province,Nyamagabe,Gasarenda,-2.51,29.48,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,1862.5,1.95,2020,7,3,2,Fish (dry)
RWA,2020-07-15,Southern Province,Nyamagabe,Gasarenda,-2.51,29.48,"meat, fish and eggs",Meat (beef),KG,actual,Retail,RWF,2500.0,2.62,2020,7,3,2,Meat (beef)
RWA,2020-07-15,Southern Province,Nyamagabe,Gasarenda,-2.51,29.48,miscellaneous food,Sugar,KG,actual,Retail,RWF,980.0,1.03,2020,7,3,2,Sugar
RWA,2020-07-15,Southern Province,Nyamagabe,Gasarenda,-2.51,29.48,vegetables and fruits,Bananas,KG,actual,Retail,RWF,250.0,0.26,2020,7,3,2,Bananas
RWA,2020-07-15,Southern Province,Nyamagabe,Gasarenda,-2.51,29.48,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,183.33,0.19,2020,7,3,2,Cabbage
RWA,2020-07-15,Southern Province,Nyamagabe,Gasarenda,-2.51,29.48,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,170.0,0.18,2020,7,3,2,Cassava
RWA,2020-07-15,Southern Province,Nyamagabe,Kigeme (Camp),-2.48,29.52,cereals and tubers,Cassava,KG,actual,Retail,RWF,200.0,0.21,2020,7,3,2,Cassava
RWA,2020-07-15,Southern Province,Nyamagabe,Kigeme (Camp),-2.48,29.52,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,325.0,0.34,2020,7,3,2,Cassava flour
RWA,2020-07-15,Southern Province,Nyamagabe,Kigeme (Camp),-2.48,29.52,cereals and tubers,Potatoes,KG,actual,Retail,RWF,120.0,0.13,2020,7,3,2,Potatoes
RWA,2020-07-15,Southern Province,Nyamagabe,Kigeme (Camp),-2.48,29.52,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,335.0,0.35,2020,7,3,2,Potatoes
RWA,2020-07-15,Southern Province,Nyamagabe,Kigeme (Camp),-2.48,29.52,cereals and tubers,Sorghum,KG,actual,Retail,RWF,450.0,0.47,2020,7,3,2,Sorghum
RWA,2020-07-15,Southern Province,Nyamagabe,Kigeme (Camp),-2.48,29.52,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,1900.0,1.99,2020,7,3,2,Fish (dry)
RWA,2020-07-15,Southern Province,Nyamagabe,Kigeme (Camp),-2.48,29.52,miscellaneous food,Sugar,KG,actual,Retail,RWF,966.67,1.01,2020,7,3,2,Sugar
RWA,2020-07-15,Southern Province,Nyamagabe,Kigeme (Camp),-2.48,29.52,vegetables and fruits,Bananas,KG,actual,Retail,RWF,250.0,0.26,2020,7,3,2,Bananas
RWA,2020-07-15,Southern Province,Nyamagabe,Kigeme (Camp),-2.48,29.52,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,250.0,0.26,2020,7,3,2,Cabbage
RWA,2020-07-15,Southern Province,Nyamagabe,Kigeme (Camp),-2.48,29.52,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,200.0,0.21,2020,7,3,2,Cassava
RWA,2020-07-15,Western Province,Karongi,Karongi,-2.07,29.35,cereals and tubers,Cassava,KG,actual,Retail,RWF,200.0,0.21,2020,7,3,2,Cassava
RWA,2020-07-15,Western Province,Karongi,Karongi,-2.07,29.35,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,400.0,0.42,2020,7,3,2,Cassava flour
RWA,2020-07-15,Western Province,Karongi,Karongi,-2.07,29.35,cereals and tubers,Potatoes,KG,actual,Retail,RWF,120.0,0.13,2020,7,3,2,Potatoes
RWA,2020-07-15,Western Province,Karongi,Karongi,-2.07,29.35,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,350.0,0.37,2020,7,3,2,Potatoes
RWA,2020-07-15,Western Province,Karongi,Karongi,-2.07,29.35,cereals and tubers,Sorghum,KG,actual,Retail,RWF,550.0,0.58,2020,7,3,2,Sorghum
RWA,2020-07-15,Western Province,Karongi,Karongi,-2.07,29.35,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,2200.0,2.31,2020,7,3,2,Fish (dry)
RWA,2020-07-15,Western Province,Karongi,Karongi,-2.07,29.35,"meat, fish and eggs",Meat (beef),KG,actual,Retail,RWF,2700.0,2.83,2020,7,3,2,Meat (beef)
RWA,2020-07-15,Western Province,Karongi,Karongi,-2.07,29.35,miscellaneous food,Sugar,KG,actual,Retail,RWF,1000.0,1.05,2020,7,3,2,Sugar
RWA,2020-07-15,Western Province,Karongi,Karongi,-2.07,29.35,vegetables and fruits,Bananas,KG,actual,Retail,RWF,200.0,0.21,2020,7,3,2,Bananas
RWA,2020-07-15,Western Province,Karongi,Karongi,-2.07,29.35,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,100.0,0.1,2020,7,3,2,Cabbage
RWA,2020-07-15,Western Province,Karongi,Karongi,-2.07,29.35,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,250.0,0.26,2020,7,3,2,Cassava
RWA,2020-07-15,Western Province,Karongi,Kivuruga,-2.16,29.39,cereals and tubers,Cassava,KG,actual,Retail,RWF,170.0,0.18,2020,7,3,2,Cassava
RWA,2020-07-15,Western Province,Karongi,Kivuruga,-2.16,29.39,cereals and tubers,Potatoes,KG,actual,Retail,RWF,120.0,0.13,2020,7,3,2,Potatoes
RWA,2020-07-15,Western Province,Karongi,Kivuruga,-2.16,29.39,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,310.0,0.32,2020,7,3,2,Potatoes
RWA,2020-07-15,Western Province,Karongi,Kivuruga,-2.16,29.39,cereals and tubers,Sorghum,KG,actual,Retail,RWF,450.0,0.47,2020,7,3,2,Sorghum
RWA,2020-07-15,Western Province,Karongi,Kivuruga,-2.16,29.39,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,2000.0,2.1,2020,7,3,2,Fish (dry)
RWA,2020-07-15,Western Province,Karongi,Kivuruga,-2.16,29.39,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,100.0,0.1,2020,7,3,2,Cabbage
RWA,2020-07-15,Western Province,Karongi,Kiziba (Camp),-2.13,29.36,cereals and tubers,Cassava,KG,actual,Retail,RWF,250.0,0.26,2020,7,3,2,Cassava
RWA,2020-07-15,Western Province,Karongi,Kiziba (Camp),-2.13,29.36,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,350.0,0.37,2020,7,3,2,Cassava flour
RWA,2020-07-15,Western Province,Karongi,Kiziba (Camp),-2.13,29.36,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,366.67,0.38,2020,7,3,2,Potatoes
RWA,2020-07-15,Western Province,Karongi,Kiziba (Camp),-2.13,29.36,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,1600.0,1.68,2020,7,3,2,Fish (dry)
RWA,2020-07-15,Western Province,Karongi,Kiziba (Camp),-2.13,29.36,miscellaneous food,Sugar,KG,actual,Retail,RWF,1000.0,1.05,2020,7,3,2,Sugar
RWA,2020-07-15,Western Province,Karongi,Kiziba (Camp),-2.13,29.36,vegetables and fruits,Bananas,KG,actual,Retail,RWF,200.0,0.21,2020,7,3,2,Bananas
RWA,2020-07-15,Western Province,Karongi,Kiziba (Camp),-2.13,29.36,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,200.0,0.21,2020,7,3,2,Cabbage
RWA,2020-07-15,Western Province,Karongi,Kiziba (Camp),-2.13,29.36,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,200.0,0.21,2020,7,3,2,Cassava
RWA,2020-07-15,Western Province,Karongi,Mubuga,-2.14,29.31,cereals and tubers,Cassava,KG,actual,Retail,RWF,170.0,0.18,2020,7,3,2,Cassava
RWA,2020-07-15,Western Province,Karongi,Mubuga,-2.14,29.31,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,300.0,0.31,2020,7,3,2,Cassava flour
RWA,2020-07-15,Western Province,Karongi,Mubuga,-2.14,29.31,cereals and tubers,Potatoes,KG,actual,Retail,RWF,100.0,0.1,2020,7,3,2,Potatoes
RWA,2020-07-15,Western Province,Karongi,Mubuga,-2.14,29.31,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,300.0,0.31,2020,7,3,2,Potatoes
RWA,2020-07-15,Western Province,Karongi,Mubuga,-2.14,29.31,cereals and tubers,Sorghum,KG,actual,Retail,RWF,400.0,0.42,2020,7,3,2,Sorghum
RWA,2020-07-15,Western Province,Karongi,Mubuga,-2.14,29.31,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,1600.0,1.68,2020,7,3,2,Fish (dry)
RWA,2020-07-15,Western Province,Karongi,Mubuga,-2.14,29.31,"meat, fish and eggs",Meat (beef),KG,actual,Retail,RWF,2700.0,2.83,2020,7,3,2,Meat (beef)
RWA,2020-07-15,Western Province,Karongi,Mubuga,-2.14,29.31,miscellaneous food,Sugar,KG,actual,Retail,RWF,1000.0,1.05,2020,7,3,2,Sugar
RWA,2020-07-15,Western Province,Karongi,Mubuga,-2.14,29.31,vegetables and fruits,Bananas,KG,actual,Retail,RWF,200.0,0.21,2020,7,3,2,Bananas
RWA,2020-07-15,Western Province,Karongi,Mubuga,-2.14,29.31,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,120.0,0.13,2020,7,3,2,Cabbage
RWA,2020-07-15,Western Province,Karongi,Mubuga,-2.14,29.31,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,250.0,0.26,2020,7,3,2,Cassava
RWA,2020-08-15,Eastern Province,Gatsibo,Mugera,-1.6,30.28,cereals and tubers,Cassava,KG,actual,Retail,RWF,225.0,0.23,2020,8,3,5,Cassava
RWA,2020-08-15,Eastern Province,Gatsibo,Mugera,-1.6,30.28,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,500.0,0.52,2020,8,3,5,Cassava flour
RWA,2020-08-15,Eastern Province,Gatsibo,Mugera,-1.6,30.28,cereals and tubers,Potatoes,KG,actual,Retail,RWF,180.0,0.19,2020,8,3,5,Potatoes
RWA,2020-08-15,Eastern Province,Gatsibo,Mugera,-1.6,30.28,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,350.0,0.36,2020,8,3,5,Potatoes
RWA,2020-08-15,Eastern Province,Gatsibo,Mugera,-1.6,30.28,cereals and tubers,Sorghum,KG,actual,Retail,RWF,280.0,0.29,2020,8,3,5,Sorghum
RWA,2020-08-15,Eastern Province,Gatsibo,Mugera,-1.6,30.28,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,2000.0,2.08,2020,8,3,5,Fish (dry)
RWA,2020-08-15,Eastern Province,Gatsibo,Mugera,-1.6,30.28,"meat, fish and eggs",Meat (beef),KG,actual,Retail,RWF,2500.0,2.6,2020,8,3,5,Meat (beef)
RWA,2020-08-15,Eastern Province,Gatsibo,Mugera,-1.6,30.28,miscellaneous food,Sugar,KG,actual,Retail,RWF,1000.0,1.04,2020,8,3,5,Sugar
RWA,2020-08-15,Eastern Province,Gatsibo,Mugera,-1.6,30.28,vegetables and fruits,Bananas,KG,actual,Retail,RWF,180.0,0.19,2020,8,3,5,Bananas
RWA,2020-08-15,Eastern Province,Gatsibo,Mugera,-1.6,30.28,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,100.0,0.1,2020,8,3,5,Cabbage
RWA,2020-08-15,Eastern Province,Gatsibo,Mugera,-1.6,30.28,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,300.0,0.31,2020,8,3,5,Cassava
RWA,2020-08-15,Eastern Province,Gatsibo,Ntungaruze,-1.6,30.27,cereals and tubers,Cassava,KG,actual,Retail,RWF,200.0,0.21,2020,8,3,5,Cassava
RWA,2020-08-15,Eastern Province,Gatsibo,Ntungaruze,-1.6,30.27,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,416.67,0.43,2020,8,3,5,Cassava flour
RWA,2020-08-15,Eastern Province,Gatsibo,Ntungaruze,-1.6,30.27,cereals and tubers,Maize,KG,actual,Retail,RWF,245.0,0.25,2020,8,3,5,Maize
RWA,2020-08-15,Eastern Province,Gatsibo,Ntungaruze,-1.6,30.27,cereals and tubers,Maize flour,KG,actual,Retail,RWF,555.0,0.58,2020,8,3,5,Maize flour
RWA,2020-08-15,Eastern Province,Gatsibo,Ntungaruze,-1.6,30.27,cereals and tubers,Potatoes,KG,actual,Retail,RWF,166.67,0.17,2020,8,3,5,Potatoes
RWA,2020-08-15,Eastern Province,Gatsibo,Ntungaruze,-1.6,30.27,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,365.0,0.38,2020,8,3,5,Potatoes
RWA,2020-08-15,Eastern Province,Gatsibo,Ntungaruze,-1.6,30.27,cereals and tubers,Rice (imported),KG,actual,Retail,RWF,900.0,0.94,2020,8,3,5,Rice
RWA,2020-08-15,Eastern Province,Gatsibo,Ntungaruze,-1.6,30.27,cereals and tubers,Rice (local),KG,actual,Retail,RWF,775.0,0.81,2020,8,3,5,Rice
RWA,2020-08-15,Eastern Province,Gatsibo,Ntungaruze,-1.6,30.27,cereals and tubers,Sorghum,KG,actual,Retail,RWF,305.0,0.32,2020,8,3,5,Sorghum
RWA,2020-08-15,Eastern Province,Gatsibo,Ntungaruze,-1.6,30.27,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,2000.0,2.08,2020,8,3,5,Fish (dry)
RWA,2020-08-15,Eastern Province,Gatsibo,Ntungaruze,-1.6,30.27,miscellaneous food,Salt,KG,actual,Retail,RWF,500.0,0.52,2020,8,3,5,Salt
RWA,2020-08-15,Eastern Province,Gatsibo,Ntungaruze,-1.6,30.27,miscellaneous food,Sugar,KG,actual,Retail,RWF,1000.0,1.04,2020,8,3,5,Sugar
RWA,2020-08-15,Eastern Province,Gatsibo,Ntungaruze,-1.6,30.27,pulses and nuts,Beans (dry),KG,actual,Retail,RWF,660.0,0.69,2020,8,3,5,Beans (dry)
RWA,2020-08-15,Eastern Province,Gatsibo,Ntungaruze,-1.6,30.27,vegetables and fruits,Bananas,KG,actual,Retail,RWF,163.33,0.17,2020,8,3,5,Bananas
RWA,2020-08-15,Eastern Province,Gatsibo,Ntungaruze,-1.6,30.27,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,125.0,0.13,2020,8,3,5,Cabbage
RWA,2020-08-15,Eastern Province,Gatsibo,Ntungaruze,-1.6,30.27,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,300.0,0.31,2020,8,3,5,Cassava
RWA,2020-08-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,400.0,0.42,2020,8,3,5,Cassava flour
RWA,2020-08-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Potatoes,KG,actual,Retail,RWF,100.0,0.1,2020,8,3,5,Potatoes
RWA,2020-08-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,380.0,0.4,2020,8,3,5,Potatoes
RWA,2020-08-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Sorghum,KG,actual,Retail,RWF,300.0,0.31,2020,8,3,5,Sorghum
RWA,2020-08-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,miscellaneous food,Sugar,KG,actual,Retail,RWF,1000.0,1.04,2020,8,3,5,Sugar
RWA,2020-08-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Bananas,KG,actual,Retail,RWF,150.0,0.16,2020,8,3,5,Bananas
RWA,2020-08-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,150.0,0.16,2020,8,3,5,Cabbage
RWA,2020-08-15,Eastern Province,Kirehe,Gatore,-2.28,30.59,cereals and tubers,Cassava,KG,actual,Retail,RWF,200.0,0.21,2020,8,3,5,Cassava
RWA,2020-08-15,Eastern Province,Kirehe,Gatore,-2.28,30.59,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,500.0,0.52,2020,8,3,5,Cassava flour
RWA,2020-08-15,Eastern Province,Kirehe,Gatore,-2.28,30.59,cereals and tubers,Maize,KG,actual,Retail,RWF,230.0,0.24,2020,8,3,5,Maize
RWA,2020-08-15,Eastern Province,Kirehe,Gatore,-2.28,30.59,cereals and tubers,Maize flour,KG,actual,Retail,RWF,500.0,0.52,2020,8,3,5,Maize flour
RWA,2020-08-15,Eastern Province,Kirehe,Gatore,-2.28,30.59,cereals and tubers,Potatoes,KG,actual,Retail,RWF,200.0,0.21,2020,8,3,5,Potatoes
RWA,2020-08-15,Eastern Province,Kirehe,Gatore,-2.28,30.59,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,400.0,0.42,2020,8,3,5,Potatoes
RWA,2020-08-15,Eastern Province,Kirehe,Gatore,-2.28,30.59,cereals and tubers,Rice (imported),KG,actual,Retail,RWF,1000.0,1.04,2020,8,3,5,Rice
RWA,2020-08-15,Eastern Province,Kirehe,Gatore,-2.28,30.59,cereals and tubers,Rice (local),KG,actual,Retail,RWF,800.0,0.83,2020,8,3,5,Rice
RWA,2020-08-15,Eastern Province,Kirehe,Gatore,-2.28,30.59,cereals and tubers,"Rice (long grain, high quality, local)",KG,actual,Retail,RWF,900.0,0.94,2020,8,3,5,Rice
RWA,2020-08-15,Eastern Province,Kirehe,Gatore,-2.28,30.59,cereals and tubers,Sorghum,KG,actual,Retail,RWF,400.0,0.42,2020,8,3,5,Sorghum
RWA,2020-08-15,Eastern Province,Kirehe,Gatore,-2.28,30.59,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,2000.0,2.08,2020,8,3,5,Fish (dry)
RWA,2020-08-15,Eastern Province,Kirehe,Gatore,-2.28,30.59,"meat, fish and eggs",Meat (beef),KG,actual,Retail,RWF,2800.0,2.91,2020,8,3,5,Meat (beef)
RWA,2020-08-15,Eastern Province,Kirehe,Gatore,-2.28,30.59,miscellaneous food,Salt,KG,actual,Retail,RWF,400.0,0.42,2020,8,3,5,Salt
RWA,2020-08-15,Eastern Province,Kirehe,Gatore,-2.28,30.59,miscellaneous food,Sugar,KG,actual,Retail,RWF,900.0,0.94,2020,8,3,5,Sugar
RWA,2020-08-15,Eastern Province,Kirehe,Gatore,-2.28,30.59,pulses and nuts,Beans (dry),KG,actual,Retail,RWF,650.0,0.68,2020,8,3,5,Beans (dry)
RWA,2020-08-15,Eastern Province,Kirehe,Gatore,-2.28,30.59,vegetables and fruits,Bananas,KG,actual,Retail,RWF,120.0,0.12,2020,8,3,5,Bananas
RWA,2020-08-15,Eastern Province,Kirehe,Gatore,-2.28,30.59,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,100.0,0.1,2020,8,3,5,Cabbage
RWA,2020-08-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,cereals and tubers,Cassava,KG,actual,Retail,RWF,200.0,0.21,2020,8,3,5,Cassava
RWA,2020-08-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,500.0,0.52,2020,8,3,5,Cassava flour
RWA,2020-08-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,cereals and tubers,Maize,KG,actual,Retail,RWF,250.0,0.26,2020,8,3,5,Maize
RWA,2020-08-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,cereals and tubers,Maize flour,KG,actual,Retail,RWF,500.0,0.52,2020,8,3,5,Maize flour
RWA,2020-08-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,cereals and tubers,Potatoes,KG,actual,Retail,RWF,200.0,0.21,2020,8,3,5,Potatoes
RWA,2020-08-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,400.0,0.42,2020,8,3,5,Potatoes
RWA,2020-08-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,cereals and tubers,Rice (imported),KG,actual,Retail,RWF,1000.0,1.04,2020,8,3,5,Rice
RWA,2020-08-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,cereals and tubers,Rice (local),KG,actual,Retail,RWF,800.0,0.83,2020,8,3,5,Rice
RWA,2020-08-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,cereals and tubers,Sorghum,KG,actual,Retail,RWF,500.0,0.52,2020,8,3,5,Sorghum
RWA,2020-08-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,2000.0,2.08,2020,8,3,5,Fish (dry)
RWA,2020-08-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,"meat, fish and eggs",Meat (beef),KG,actual,Retail,RWF,3000.0,3.12,2020,8,3,5,Meat (beef)
RWA,2020-08-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,miscellaneous food,Salt,KG,actual,Retail,RWF,400.0,0.42,2020,8,3,5,Salt
RWA,2020-08-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,miscellaneous food,Sugar,KG,actual,Retail,RWF,900.0,0.94,2020,8,3,5,Sugar
RWA,2020-08-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,pulses and nuts,Beans (dry),KG,actual,Retail,RWF,650.0,0.68,2020,8,3,5,Beans (dry)
RWA,2020-08-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,vegetables and fruits,Bananas,KG,actual,Retail,RWF,150.0,0.16,2020,8,3,5,Bananas
RWA,2020-08-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,100.0,0.1,2020,8,3,5,Cabbage
RWA,2020-08-15,Eastern Province,Kirehe,Mahama (Camp),-2.31,30.84,cereals and tubers,Cassava,KG,actual,Retail,RWF,200.0,0.21,2020,8,3,5,Cassava
RWA,2020-08-15,Eastern Province,Kirehe,Mahama (Camp),-2.31,30.84,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,500.0,0.52,2020,8,3,5,Cassava flour
RWA,2020-08-15,Eastern Province,Kirehe,Mahama (Camp),-2.31,30.84,cereals and tubers,Potatoes,KG,actual,Retail,RWF,200.0,0.21,2020,8,3,5,Potatoes
RWA,2020-08-15,Eastern Province,Kirehe,Mahama (Camp),-2.31,30.84,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,350.0,0.36,2020,8,3,5,Potatoes
RWA,2020-08-15,Eastern Province,Kirehe,Mahama (Camp),-2.31,30.84,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,2300.0,2.39,2020,8,3,5,Fish (dry)
RWA,2020-08-15,Eastern Province,Kirehe,Mahama (Camp),-2.31,30.84,"meat, fish and eggs",Meat (beef),KG,actual,Retail,RWF,2800.0,2.91,2020,8,3,5,Meat (beef)
RWA,2020-08-15,Eastern Province,Kirehe,Mahama (Camp),-2.31,30.84,miscellaneous food,Sugar,KG,actual,Retail,RWF,900.0,0.94,2020,8,3,5,Sugar
RWA,2020-08-15,Eastern Province,Kirehe,Mahama (Camp),-2.31,30.84,vegetables and fruits,Bananas,KG,actual,Retail,RWF,150.0,0.16,2020,8,3,5,Bananas
RWA,2020-08-15,Eastern Province,Kirehe,Mahama (Camp),-2.31,30.84,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,100.0,0.1,2020,8,3,5,Cabbage
RWA,2020-08-15,Eastern Province,Kirehe,Nyakarambi,-2.27,30.68,cereals and tubers,Cassava,KG,actual,Retail,RWF,200.0,0.21,2020,8,3,5,Cassava
RWA,2020-08-15,Eastern Province,Kirehe,Nyakarambi,-2.27,30.68,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,500.0,0.52,2020,8,3,5,Cassava flour
RWA,2020-08-15,Eastern Province,Kirehe,Nyakarambi,-2.27,30.68,cereals and tubers,Maize,KG,actual,Retail,RWF,230.0,0.24,2020,8,3,5,Maize
