country,date,province,district,market_name,lat,lon,food_category,commodity_name,unit,price_flag,price_type,currency,price_rwf,price_usd,year,month,quarter,day_of_week,commodity_group
RWA,2024-03-15,Eastern Province,Gatsibo,Ntungaruze,-1.6,30.27,miscellaneous food,Salt,KG,actual,Retail,RWF,450.0,0.35,2024,3,1,4,Salt
RWA,2024-03-15,Eastern Province,Gatsibo,Ntungaruze,-1.6,30.27,miscellaneous food,Sugar,KG,actual,Retail,RWF,2200.0,1.73,2024,3,1,4,Sugar
RWA,2024-03-15,Eastern Province,Gatsibo,Ntungaruze,-1.6,30.27,pulses and nuts,Beans (dry),KG,actual,Retail,RWF,400.0,0.31,2024,3,1,4,Beans (dry)
RWA,2024-03-15,Eastern Province,Gatsibo,Ntungaruze,-1.6,30.27,vegetables and fruits,Bananas,KG,actual,Retail,RWF,400.0,0.31,2024,3,1,4,Bananas
RWA,2024-03-15,Eastern Province,Gatsibo,Ntungaruze,-1.6,30.27,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,100.0,0.078,2024,3,1,4,Cabbage
RWA,2024-03-15,Eastern Province,Gatsibo,Ntungaruze,-1.6,30.27,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,500.0,0.39,2024,3,1,4,Cassava
RWA,2024-03-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava,KG,actual,Retail,RWF,375.0,0.29,2024,3,1,4,Cassava
RWA,2024-03-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,1000.0,0.78,2024,3,1,4,Cassava flour
RWA,2024-03-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Potatoes,KG,actual,Retail,RWF,300.0,0.24,2024,3,1,4,Potatoes
RWA,2024-03-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,500.0,0.39,2024,3,1,4,Potatoes
RWA,2024-03-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,cereals and tubers,Sorghum,KG,actual,Retail,RWF,550.0,0.43,2024,3,1,4,Sorghum
RWA,2024-03-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,2900.0,2.28,2024,3,1,4,Fish (dry)
RWA,2024-03-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,miscellaneous food,Sugar,KG,actual,Retail,RWF,2200.0,1.73,2024,3,1,4,Sugar
RWA,2024-03-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,100.0,0.078,2024,3,1,4,Cabbage
RWA,2024-03-15,Eastern Province,Gatsibo,Nyabiheke (Camp),-1.6,30.26,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,400.0,0.31,2024,3,1,4,Cassava
RWA,2024-03-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,cereals and tubers,Cassava,KG,actual,Retail,RWF,300.0,0.24,2024,3,1,4,Cassava
RWA,2024-03-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,800.0,0.63,2024,3,1,4,Cassava flour
RWA,2024-03-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,cereals and tubers,Maize,KG,actual,Retail,RWF,250.0,0.2,2024,3,1,4,Maize
RWA,2024-03-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,cereals and tubers,Maize flour,KG,actual,Retail,RWF,900.0,0.71,2024,3,1,4,Maize flour
RWA,2024-03-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,cereals and tubers,Maize flour (imported),KG,actual,Retail,RWF,900.0,0.71,2024,3,1,4,Maize flour
RWA,2024-03-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,cereals and tubers,Potatoes,KG,actual,Retail,RWF,250.0,0.2,2024,3,1,4,Potatoes
RWA,2024-03-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,600.0,0.47,2024,3,1,4,Potatoes
RWA,2024-03-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,cereals and tubers,Rice (local),KG,actual,Retail,RWF,1150.0,0.9,2024,3,1,4,Rice
RWA,2024-03-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,cereals and tubers,"Rice (long grain, high quality, local)",KG,actual,Retail,RWF,1200.0,0.94,2024,3,1,4,Rice
RWA,2024-03-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,cereals and tubers,Sorghum,KG,actual,Retail,RWF,800.0,0.63,2024,3,1,4,Sorghum
RWA,2024-03-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,3000.0,2.35,2024,3,1,4,Fish (dry)
RWA,2024-03-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,"meat, fish and eggs",Meat (beef),KG,actual,Retail,RWF,4000.0,3.14,2024,3,1,4,Meat (beef)
RWA,2024-03-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,miscellaneous food,Salt,KG,actual,Retail,RWF,450.0,0.35,2024,3,1,4,Salt
RWA,2024-03-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,miscellaneous food,Sugar,KG,actual,Retail,RWF,1800.0,1.41,2024,3,1,4,Sugar
RWA,2024-03-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,pulses and nuts,Beans (dry),KG,actual,Retail,RWF,500.0,0.39,2024,3,1,4,Beans (dry)
RWA,2024-03-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,vegetables and fruits,Bananas,KG,actual,Retail,RWF,400.0,0.31,2024,3,1,4,Bananas
RWA,2024-03-15,Eastern Province,Kirehe,Kabeza,-2.31,30.83,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,200.0,0.16,2024,3,1,4,Cabbage
RWA,2024-03-15,Eastern Province,Kirehe,Mahama (Camp),-2.31,30.84,cereals and tubers,Cassava,KG,actual,Retail,RWF,300.0,0.24,2024,3,1,4,Cassava
RWA,2024-03-15,Eastern Province,Kirehe,Mahama (Camp),-2.31,30.84,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,800.0,0.63,2024,3,1,4,Cassava flour
RWA,2024-03-15,Eastern Province,Kirehe,Mahama (Camp),-2.31,30.84,cereals and tubers,Maize flour (imported),KG,actual,Retail,RWF,900.0,0.71,2024,3,1,4,Maize flour
RWA,2024-03-15,Eastern Province,Kirehe,Mahama (Camp),-2.31,30.84,cereals and tubers,Potatoes,KG,actual,Retail,RWF,300.0,0.24,2024,3,1,4,Potatoes
RWA,2024-03-15,Eastern Province,Kirehe,Mahama (Camp),-2.31,30.84,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,650.0,0.51,2024,3,1,4,Potatoes
RWA,2024-03-15,Eastern Province,Kirehe,Mahama (Camp),-2.31,30.84,cereals and tubers,Rice (imported),KG,actual,Retail,RWF,1400.0,1.1,2024,3,1,4,Rice
RWA,2024-03-15,Eastern Province,Kirehe,Mahama (Camp),-2.31,30.84,cereals and tubers,Sorghum,KG,actual,Retail,RWF,800.0,0.63,2024,3,1,4,Sorghum
RWA,2024-03-15,Eastern Province,Kirehe,Mahama (Camp),-2.31,30.84,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,3500.0,2.75,2024,3,1,4,Fish (dry)
RWA,2024-03-15,Eastern Province,Kirehe,Mahama (Camp),-2.31,30.84,"meat, fish and eggs",Meat (beef),KG,actual,Retail,RWF,4000.0,3.14,2024,3,1,4,Meat (beef)
RWA,2024-03-15,Eastern Province,Kirehe,Mahama (Camp),-2.31,30.84,miscellaneous food,Sugar,KG,actual,Retail,RWF,1700.0,1.33,2024,3,1,4,Sugar
RWA,2024-03-15,Eastern Province,Kirehe,Mahama (Camp),-2.31,30.84,vegetables and fruits,Bananas,KG,actual,Retail,RWF,350.0,0.27,2024,3,1,4,Bananas
RWA,2024-03-15,Eastern Province,Kirehe,Mahama (Camp),-2.31,30.84,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,250.0,0.2,2024,3,1,4,Cabbage
RWA,2024-03-15,Eastern Province,Kirehe,Mahama (Camp),-2.31,30.84,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,200.0,0.16,2024,3,1,4,Cassava
RWA,2024-03-15,Eastern Province,Kirehe,Nyakarambi,-2.27,30.68,cereals and tubers,Cassava,KG,actual,Retail,RWF,300.0,0.24,2024,3,1,4,Cassava
RWA,2024-03-15,Eastern Province,Kirehe,Nyakarambi,-2.27,30.68,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,800.0,0.63,2024,3,1,4,Cassava flour
RWA,2024-03-15,Eastern Province,Kirehe,Nyakarambi,-2.27,30.68,cereals and tubers,Maize flour (imported),KG,actual,Retail,RWF,900.0,0.71,2024,3,1,4,Maize flour
RWA,2024-03-15,Eastern Province,Kirehe,Nyakarambi,-2.27,30.68,cereals and tubers,Potatoes,KG,actual,Retail,RWF,250.0,0.2,2024,3,1,4,Potatoes
RWA,2024-03-15,Eastern Province,Kirehe,Nyakarambi,-2.27,30.68,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,350.0,0.27,2024,3,1,4,Potatoes
RWA,2024-03-15,Eastern Province,Kirehe,Nyakarambi,-2.27,30.68,cereals and tubers,Sorghum,KG,actual,Retail,RWF,600.0,0.47,2024,3,1,4,Sorghum
RWA,2024-03-15,Eastern Province,Kirehe,Nyakarambi,-2.27,30.68,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,3000.0,2.35,2024,3,1,4,Fish (dry)
RWA,2024-03-15,Eastern Province,Kirehe,Nyakarambi,-2.27,30.68,"meat, fish and eggs",Meat (beef),KG,actual,Retail,RWF,4000.0,3.14,2024,3,1,4,Meat (beef)
RWA,2024-03-15,Eastern Province,Kirehe,Nyakarambi,-2.27,30.68,miscellaneous food,Sugar,KG,actual,Retail,RWF,1800.0,1.41,2024,3,1,4,Sugar
RWA,2024-03-15,Eastern Province,Kirehe,Nyakarambi,-2.27,30.68,vegetables and fruits,Bananas,KG,actual,Retail,RWF,400.0,0.31,2024,3,1,4,Bananas
RWA,2024-03-15,Eastern Province,Kirehe,Nyakarambi,-2.27,30.68,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,250.0,0.2,2024,3,1,4,Cabbage
RWA,2024-03-15,Eastern Province,Kirehe,Nyakarambi,-2.27,30.68,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,200.0,0.16,2024,3,1,4,Cassava
RWA,2024-03-15,Eastern Province,Kirehe,Nyamugari,-2.28,30.77,cereals and tubers,Cassava,KG,actual,Retail,RWF,300.0,0.24,2024,3,1,4,Cassava
RWA,2024-03-15,Eastern Province,Kirehe,Nyamugari,-2.28,30.77,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,800.0,0.63,2024,3,1,4,Cassava flour
RWA,2024-03-15,Eastern Province,Kirehe,Nyamugari,-2.28,30.77,cereals and tubers,Maize,KG,actual,Retail,RWF,200.0,0.16,2024,3,1,4,Maize
RWA,2024-03-15,Eastern Province,Kirehe,Nyamugari,-2.28,30.77,cereals and tubers,Maize flour,KG,actual,Retail,RWF,1000.0,0.78,2024,3,1,4,Maize flour
RWA,2024-03-15,Eastern Province,Kirehe,Nyamugari,-2.28,30.77,cereals and tubers,Maize flour (imported),KG,actual,Retail,RWF,900.0,0.71,2024,3,1,4,Maize flour
RWA,2024-03-15,Eastern Province,Kirehe,Nyamugari,-2.28,30.77,cereals and tubers,Potatoes,KG,actual,Retail,RWF,250.0,0.2,2024,3,1,4,Potatoes
RWA,2024-03-15,Eastern Province,Kirehe,Nyamugari,-2.28,30.77,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,600.0,0.47,2024,3,1,4,Potatoes
RWA,2024-03-15,Eastern Province,Kirehe,Nyamugari,-2.28,30.77,cereals and tubers,Sorghum,KG,actual,Retail,RWF,600.0,0.47,2024,3,1,4,Sorghum
RWA,2024-03-15,Eastern Province,Kirehe,Nyamugari,-2.28,30.77,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,3500.0,2.75,2024,3,1,4,Fish (dry)
RWA,2024-03-15,Eastern Province,Kirehe,Nyamugari,-2.28,30.77,miscellaneous food,Salt,KG,actual,Retail,RWF,500.0,0.39,2024,3,1,4,Salt
RWA,2024-03-15,Eastern Province,Kirehe,Nyamugari,-2.28,30.77,miscellaneous food,Sugar,KG,actual,Retail,RWF,1800.0,1.41,2024,3,1,4,Sugar
RWA,2024-03-15,Eastern Province,Kirehe,Nyamugari,-2.28,30.77,pulses and nuts,Beans (dry),KG,actual,Retail,RWF,400.0,0.31,2024,3,1,4,Beans (dry)
RWA,2024-03-15,Eastern Province,Kirehe,Nyamugari,-2.28,30.77,vegetables and fruits,Bananas,KG,actual,Retail,RWF,300.0,0.24,2024,3,1,4,Bananas
RWA,2024-03-15,Eastern Province,Kirehe,Nyamugari,-2.28,30.77,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,300.0,0.24,2024,3,1,4,Cabbage
RWA,2024-03-15,Southern Province,Gisagara,Kabuga,-2.69,29.85,cereals and tubers,Cassava,KG,actual,Retail,RWF,250.0,0.2,2024,3,1,4,Cassava
RWA,2024-03-15,Southern Province,Gisagara,Kabuga,-2.69,29.85,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,800.0,0.63,2024,3,1,4,Cassava flour
RWA,2024-03-15,Southern Province,Gisagara,Kabuga,-2.69,29.85,cereals and tubers,Maize,KG,actual,Retail,RWF,250.0,0.2,2024,3,1,4,Maize
RWA,2024-03-15,Southern Province,Gisagara,Kabuga,-2.69,29.85,cereals and tubers,Maize flour,KG,actual,Retail,RWF,750.0,0.59,2024,3,1,4,Maize flour
RWA,2024-03-15,Southern Province,Gisagara,Kabuga,-2.69,29.85,cereals and tubers,Potatoes,KG,actual,Retail,RWF,200.0,0.16,2024,3,1,4,Potatoes
RWA,2024-03-15,Southern Province,Gisagara,Kabuga,-2.69,29.85,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,550.0,0.43,2024,3,1,4,Potatoes
RWA,2024-03-15,Southern Province,Gisagara,Kabuga,-2.69,29.85,cereals and tubers,Rice (local),KG,actual,Retail,RWF,1100.0,0.86,2024,3,1,4,Rice
RWA,2024-03-15,Southern Province,Gisagara,Kabuga,-2.69,29.85,cereals and tubers,"Rice (long grain, high quality, local)",KG,actual,Retail,RWF,1200.0,0.94,2024,3,1,4,Rice
RWA,2024-03-15,Southern Province,Gisagara,Kabuga,-2.69,29.85,cereals and tubers,Sorghum,KG,actual,Retail,RWF,600.0,0.47,2024,3,1,4,Sorghum
RWA,2024-03-15,Southern Province,Gisagara,Kabuga,-2.69,29.85,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,1800.0,1.41,2024,3,1,4,Fish (dry)
RWA,2024-03-15,Southern Province,Gisagara,Kabuga,-2.69,29.85,"meat, fish and eggs",Meat (beef),KG,actual,Retail,RWF,3500.0,2.75,2024,3,1,4,Meat (beef)
RWA,2024-03-15,Southern Province,Gisagara,Kabuga,-2.69,29.85,miscellaneous food,Salt,KG,actual,Retail,RWF,400.0,0.31,2024,3,1,4,Salt
RWA,2024-03-15,Southern Province,Gisagara,Kabuga,-2.69,29.85,miscellaneous food,Sugar,KG,actual,Retail,RWF,1600.0,1.26,2024,3,1,4,Sugar
RWA,2024-03-15,Southern Province,Gisagara,Kabuga,-2.69,29.85,pulses and nuts,Beans (dry),KG,actual,Retail,RWF,500.0,0.39,2024,3,1,4,Beans (dry)
RWA,2024-03-15,Southern Province,Gisagara,Kabuga,-2.69,29.85,vegetables and fruits,Bananas,KG,actual,Retail,RWF,500.0,0.39,2024,3,1,4,Bananas
RWA,2024-03-15,Southern Province,Gisagara,Kabuga,-2.69,29.85,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,250.0,0.2,2024,3,1,4,Cabbage
RWA,2024-03-15,Southern Province,Gisagara,Kabuga,-2.69,29.85,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,250.0,0.2,2024,3,1,4,Cassava
RWA,2024-03-15,Southern Province,Gisagara,Kibirizi,-2.65,29.78,cereals and tubers,Cassava,KG,actual,Retail,RWF,400.0,0.31,2024,3,1,4,Cassava
RWA,2024-03-15,Southern Province,Gisagara,Kibirizi,-2.65,29.78,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,800.0,0.63,2024,3,1,4,Cassava flour
RWA,2024-03-15,Southern Province,Gisagara,Kibirizi,-2.65,29.78,cereals and tubers,Maize flour (imported),KG,actual,Retail,RWF,1000.0,0.78,2024,3,1,4,Maize flour
RWA,2024-03-15,Southern Province,Gisagara,Kibirizi,-2.65,29.78,cereals and tubers,Potatoes,KG,actual,Retail,RWF,250.0,0.2,2024,3,1,4,Potatoes
RWA,2024-03-15,Southern Province,Gisagara,Kibirizi,-2.65,29.78,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,450.0,0.35,2024,3,1,4,Potatoes
RWA,2024-03-15,Southern Province,Gisagara,Kibirizi,-2.65,29.78,cereals and tubers,Rice (local),KG,actual,Retail,RWF,1000.0,0.78,2024,3,1,4,Rice
RWA,2024-03-15,Southern Province,Gisagara,Kibirizi,-2.65,29.78,cereals and tubers,Sorghum,KG,actual,Retail,RWF,700.0,0.55,2024,3,1,4,Sorghum
RWA,2024-03-15,Southern Province,Gisagara,Kibirizi,-2.65,29.78,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,1800.0,1.41,2024,3,1,4,Fish (dry)
RWA,2024-03-15,Southern Province,Gisagara,Kibirizi,-2.65,29.78,"meat, fish and eggs",Meat (beef),KG,actual,Retail,RWF,3500.0,2.75,2024,3,1,4,Meat (beef)
RWA,2024-03-15,Southern Province,Gisagara,Kibirizi,-2.65,29.78,miscellaneous food,Sugar,KG,actual,Retail,RWF,1800.0,1.41,2024,3,1,4,Sugar
RWA,2024-03-15,Southern Province,Gisagara,Kibirizi,-2.65,29.78,vegetables and fruits,Bananas,KG,actual,Retail,RWF,400.0,0.31,2024,3,1,4,Bananas
RWA,2024-03-15,Southern Province,Gisagara,Kibirizi,-2.65,29.78,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,250.0,0.2,2024,3,1,4,Cabbage
RWA,2024-03-15,Southern Province,Gisagara,Mugombwa,-2.68,29.85,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,850.0,0.67,2024,3,1,4,Cassava flour
RWA,2024-03-15,Southern Province,Gisagara,Mugombwa,-2.68,29.85,cereals and tubers,Potatoes,KG,actual,Retail,RWF,300.0,0.24,2024,3,1,4,Potatoes
RWA,2024-03-15,Southern Province,Gisagara,Mugombwa,-2.68,29.85,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,525.0,0.41,2024,3,1,4,Potatoes
RWA,2024-03-15,Southern Province,Gisagara,Mugombwa,-2.68,29.85,cereals and tubers,"Rice (long grain, high quality, local)",KG,actual,Retail,RWF,1100.0,0.86,2024,3,1,4,Rice
RWA,2024-03-15,Southern Province,Gisagara,Mugombwa,-2.68,29.85,cereals and tubers,Sorghum,KG,actual,Retail,RWF,750.0,0.59,2024,3,1,4,Sorghum
RWA,2024-03-15,Southern Province,Gisagara,Mugombwa,-2.68,29.85,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,1800.0,1.41,2024,3,1,4,Fish (dry)
RWA,2024-03-15,Southern Province,Gisagara,Mugombwa,-2.68,29.85,miscellaneous food,Sugar,KG,actual,Retail,RWF,1800.0,1.41,2024,3,1,4,Sugar
RWA,2024-03-15,Southern Province,Gisagara,Mugombwa,-2.68,29.85,vegetables and fruits,Bananas,KG,actual,Retail,RWF,475.0,0.37,2024,3,1,4,Bananas
RWA,2024-03-15,Southern Province,Gisagara,Mugombwa,-2.68,29.85,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,250.0,0.2,2024,3,1,4,Cabbage
RWA,2024-03-15,Southern Province,Nyamagabe,Kabacuzi,-2.47,29.58,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,1200.0,0.94,2024,3,1,4,Cassava flour
RWA,2024-03-15,Southern Province,Nyamagabe,Kabacuzi,-2.47,29.58,cereals and tubers,Maize,KG,actual,Retail,RWF,350.0,0.27,2024,3,1,4,Maize
RWA,2024-03-15,Southern Province,Nyamagabe,Kabacuzi,-2.47,29.58,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,500.0,0.39,2024,3,1,4,Potatoes
RWA,2024-03-15,Southern Province,Nyamagabe,Kabacuzi,-2.47,29.58,cereals and tubers,Rice (local),KG,actual,Retail,RWF,1100.0,0.86,2024,3,1,4,Rice
RWA,2024-03-15,Southern Province,Nyamagabe,Kabacuzi,-2.47,29.58,cereals and tubers,"Rice (long grain, high quality, local)",KG,actual,Retail,RWF,1150.0,0.9,2024,3,1,4,Rice
RWA,2024-03-15,Southern Province,Nyamagabe,Kabacuzi,-2.47,29.58,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,3000.0,2.35,2024,3,1,4,Fish (dry)
RWA,2024-03-15,Southern Province,Nyamagabe,Kabacuzi,-2.47,29.58,miscellaneous food,Salt,KG,actual,Retail,RWF,500.0,0.39,2024,3,1,4,Salt
RWA,2024-03-15,Southern Province,Nyamagabe,Kabacuzi,-2.47,29.58,miscellaneous food,Sugar,KG,actual,Retail,RWF,1700.0,1.33,2024,3,1,4,Sugar
RWA,2024-03-15,Southern Province,Nyamagabe,Kabacuzi,-2.47,29.58,pulses and nuts,Beans (dry),KG,actual,Retail,RWF,683.33,0.54,2024,3,1,4,Beans (dry)
RWA,2024-03-15,Southern Province,Nyamagabe,Kabacuzi,-2.47,29.58,vegetables and fruits,Bananas,KG,actual,Retail,RWF,500.0,0.39,2024,3,1,4,Bananas
RWA,2024-03-15,Southern Province,Nyamagabe,Kigeme,-2.49,29.52,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,1000.0,0.78,2024,3,1,4,Cassava flour
RWA,2024-03-15,Southern Province,Nyamagabe,Kigeme,-2.49,29.52,cereals and tubers,Potatoes,KG,actual,Retail,RWF,450.0,0.35,2024,3,1,4,Potatoes
RWA,2024-03-15,Southern Province,Nyamagabe,Kigeme,-2.49,29.52,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,500.0,0.39,2024,3,1,4,Potatoes
RWA,2024-03-15,Southern Province,Nyamagabe,Kigeme,-2.49,29.52,cereals and tubers,Rice (imported),KG,actual,Retail,RWF,1500.0,1.18,2024,3,1,4,Rice
RWA,2024-03-15,Southern Province,Nyamagabe,Kigeme,-2.49,29.52,cereals and tubers,Sorghum,KG,actual,Retail,RWF,766.67,0.6,2024,3,1,4,Sorghum
RWA,2024-03-15,Southern Province,Nyamagabe,Kigeme,-2.49,29.52,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,3000.0,2.35,2024,3,1,4,Fish (dry)
RWA,2024-03-15,Southern Province,Nyamagabe,Kigeme,-2.49,29.52,miscellaneous food,Sugar,KG,actual,Retail,RWF,2000.0,1.57,2024,3,1,4,Sugar
RWA,2024-03-15,Southern Province,Nyamagabe,Kigeme,-2.49,29.52,vegetables and fruits,Bananas,KG,actual,Retail,RWF,416.67,0.33,2024,3,1,4,Bananas
RWA,2024-03-15,Southern Province,Nyamagabe,Kigeme,-2.49,29.52,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,225.0,0.18,2024,3,1,4,Cabbage
RWA,2024-03-15,Southern Province,Nyamagabe,Kigeme,-2.49,29.52,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,500.0,0.39,2024,3,1,4,Cassava
RWA,2024-03-15,Southern Province,Nyamagabe,Kigeme (Camp),-2.48,29.52,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,1000.0,0.78,2024,3,1,4,Cassava flour
RWA,2024-03-15,Southern Province,Nyamagabe,Kigeme (Camp),-2.48,29.52,cereals and tubers,Potatoes,KG,actual,Retail,RWF,275.0,0.22,2024,3,1,4,Potatoes
RWA,2024-03-15,Southern Province,Nyamagabe,Kigeme (Camp),-2.48,29.52,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,491.67,0.39,2024,3,1,4,Potatoes
RWA,2024-03-15,Southern Province,Nyamagabe,Kigeme (Camp),-2.48,29.52,cereals and tubers,Sorghum,KG,actual,Retail,RWF,650.0,0.51,2024,3,1,4,Sorghum
RWA,2024-03-15,Southern Province,Nyamagabe,Kigeme (Camp),-2.48,29.52,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,3000.0,2.35,2024,3,1,4,Fish (dry)
RWA,2024-03-15,Southern Province,Nyamagabe,Kigeme (Camp),-2.48,29.52,miscellaneous food,Sugar,KG,actual,Retail,RWF,1833.33,1.44,2024,3,1,4,Sugar
RWA,2024-03-15,Southern Province,Nyamagabe,Kigeme (Camp),-2.48,29.52,vegetables and fruits,Bananas,KG,actual,Retail,RWF,400.0,0.31,2024,3,1,4,Bananas
RWA,2024-03-15,Southern Province,Nyamagabe,Kigeme (Camp),-2.48,29.52,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,300.0,0.24,2024,3,1,4,Cabbage
RWA,2024-03-15,Southern Province,Nyamagabe,Kigeme (Camp),-2.48,29.52,vegetables and fruits,Cassava leaves,KG,actual,Retail,RWF,500.0,0.39,2024,3,1,4,Cassava
RWA,2024-03-15,Western Province,Karongi,Karongi,-2.07,29.35,cereals and tubers,Cassava,KG,actual,Retail,RWF,500.0,0.39,2024,3,1,4,Cassava
RWA,2024-03-15,Western Province,Karongi,Karongi,-2.07,29.35,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,1066.67,0.84,2024,3,1,4,Cassava flour
RWA,2024-03-15,Western Province,Karongi,Karongi,-2.07,29.35,cereals and tubers,Maize,KG,actual,Retail,RWF,410.0,0.32,2024,3,1,4,Maize
RWA,2024-03-15,Western Province,Karongi,Karongi,-2.07,29.35,cereals and tubers,Maize flour,KG,actual,Retail,RWF,916.67,0.72,2024,3,1,4,Maize flour
RWA,2024-03-15,Western Province,Karongi,Karongi,-2.07,29.35,cereals and tubers,Maize flour (imported),KG,actual,Retail,RWF,1000.0,0.78,2024,3,1,4,Maize flour
RWA,2024-03-15,Western Province,Karongi,Karongi,-2.07,29.35,cereals and tubers,Potatoes,KG,actual,Retail,RWF,400.0,0.31,2024,3,1,4,Potatoes
RWA,2024-03-15,Western Province,Karongi,Karongi,-2.07,29.35,cereals and tubers,Potatoes (Irish),KG,actual,Retail,RWF,512.5,0.4,2024,3,1,4,Potatoes
RWA,2024-03-15,Western Province,Karongi,Karongi,-2.07,29.35,cereals and tubers,Rice (local),KG,actual,Retail,RWF,1500.0,1.18,2024,3,1,4,Rice
RWA,2024-03-15,Western Province,Karongi,Karongi,-2.07,29.35,cereals and tubers,Sorghum,KG,actual,Retail,RWF,676.0,0.53,2024,3,1,4,Sorghum
RWA,2024-03-15,Western Province,Karongi,Karongi,-2.07,29.35,"meat, fish and eggs",Fish (dry),KG,actual,Retail,RWF,2933.33,2.3,2024,3,1,4,Fish (dry)
RWA,2024-03-15,Western Province,Karongi,Karongi,-2.07,29.35,miscellaneous food,Salt,KG,actual,Retail,RWF,450.0,0.35,2024,3,1,4,Salt
RWA,2024-03-15,Western Province,Karongi,Karongi,-2.07,29.35,miscellaneous food,Sugar,KG,actual,Retail,RWF,1600.0,1.26,2024,3,1,4,Sugar
